,match_date,competition_name,competition_category,player_name,opponent_name,winner_flag,aces,breakpoints_won,double_faults,first_serve_points_won,first_serve_successful,games_won,max_games_in_a_row,max_points_in_a_row,points_won,points_spread,second_serve_points_won,second_serve_successful,service_games_won,service_points_lost,service_points_won,tiebreaks_won,total_breakpoints,first_serve_win_perc,second_serve_win_perc,breakpoint_conversion_perc,Month
757,2026-01-11,"ATP Adelaide, Australia Men Singles",ATP,"Tirante, Thiago Agustin","De Jong, Jesper",1,7,5,3,30,39,15,6,9,84,14,17,31,10,26,47,0,9,76.92307692307692,50.0,55.55555555555556,January 2026
758,2026-01-11,"WTA Brisbane, Australia Women Singles",WTA,"Sabalenka, Aryna","Kostyuk, Marta",1,1,3,0,28,35,12,5,6,63,16,10,17,9,14,38,0,8,80.0,58.82352941176471,37.5,January 2026
759,2026-01-11,"WTA Brisbane, Australia Women Singles",WTA,"Kostyuk, Marta","Sabalenka, Aryna",0,3,1,3,25,41,7,3,6,47,-16,8,14,6,25,33,0,3,60.97560975609756,47.05882352941176,33.33333333333333,January 2026
760,2026-01-11,"ATP Adelaide, Australia Men Singles",ATP,"Walton, Adam","Delaney, Jake",1,10,3,2,50,68,16,4,8,105,12,17,30,12,33,67,1,11,73.52941176470588,53.125,27.27272727272727,January 2026
761,2026-01-11,"ATP Adelaide, Australia Men Singles",ATP,"Delaney, Jake","Walton, Adam",0,13,2,6,43,60,14,4,6,93,-12,17,32,10,38,60,0,10,71.66666666666667,44.73684210526316,20.0,January 2026
762,2026-01-11,United Cup,United Cup,"Swiatek, Iga","Bencic, Belinda",0,6,3,2,31,58,9,3,5,67,-25,11,28,6,46,42,0,6,53.44827586206897,36.666666666666664,50.0,January 2026
763,2026-01-11,United Cup,United Cup,"Bencic, Belinda","Swiatek, Iga",1,2,6,2,36,50,15,7,9,92,25,10,19,9,25,46,0,12,72.0,47.61904761904761,50.0,January 2026
764,2026-01-11,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Musetti, Lorenzo","Bublik, Alexander",0,5,1,1,30,50,9,1,5,64,-12,14,22,7,29,44,0,3,60.0,60.86956521739131,33.33333333333333,January 2026
765,2026-01-11,"ATP Hong Kong, Hong Kong Men Singles",ATP,"Bublik, Alexander","Musetti, Lorenzo",1,10,3,4,40,52,13,2,6,76,12,7,11,9,20,47,1,7,76.92307692307692,46.666666666666664,42.857142857142854,January 2026
766,2026-01-11,"ATP Brisbane, Australia Men Singles",ATP,"Medvedev, Daniil","Nakashima, Brandon",1,10,3,4,36,51,13,3,7,68,10,13,18,9,24,49,1,5,70.58823529411765,59.09090909090909,60.0,January 2026
767,2026-01-11,"ATP Brisbane, Australia Men Singles",ATP,"Nakashima, Brandon","Medvedev, Daniil",0,3,1,0,26,33,8,3,6,58,-10,8,20,7,19,34,0,4,78.78787878787878,40.0,25.0,January 2026
768,2026-01-11,United Cup,United Cup,"Hurkacz, Hubert","Wawrinka, Stan",1,18,2,0,52,63,15,3,5,86,4,9,27,13,29,61,0,7,82.53968253968254,33.33333333333333,28.57142857142857,January 2026
769,2026-01-11,United Cup,United Cup,"Wawrinka, Stan","Hurkacz, Hubert",0,10,1,1,38,49,12,3,6,82,-4,15,28,11,25,53,0,9,77.55102040816327,51.724137931034484,11.11111111111111,January 2026
770,2026-01-11,United Cup,United Cup,Zielinski J / Kawa K,Paul J / Bencic B,1,7,4,1,22,29,12,3,7,57,8,12,22,8,18,34,0,7,75.86206896551724,52.17391304347826,57.14285714285714,January 2026
771,2026-01-11,United Cup,United Cup,Paul J / Bencic B,Zielinski J / Kawa K,0,2,1,1,24,32,7,1,5,49,-8,7,21,6,23,31,0,2,75.0,31.818181818181817,50.0,January 2026
772,2026-01-11,"ATP Auckland, New Zealand Men Singles",ATP,"Mannarino, Adrian","Spizzirri, Eliot",0,4,0,3,19,27,7,1,4,42,-23,16,33,7,28,35,0,0,70.37037037037037,44.44444444444444,,January 2026
773,2026-01-11,"ATP Auckland, New Zealand Men Singles",ATP,"Spizzirri, Eliot","Mannarino, Adrian",1,5,3,0,25,28,12,2,9,65,23,12,16,8,7,37,0,5,89.28571428571429,75.0,60.0,January 2026
774,2026-01-11,Australian Open Women Singles,WTA,"Bartunkova, Nikola","Janicijevic, Selena",1,5,4,4,29,41,12,4,6,60,18,8,13,8,19,37,0,6,70.73170731707317,47.05882352941176,66.66666666666666,January 2026
775,2026-01-11,Australian Open Women Singles,WTA,"Janicijevic, Selena","Bartunkova, Nikola",0,0,1,1,21,33,6,3,4,42,-18,2,13,5,23,23,0,3,63.63636363636363,14.285714285714285,33.33333333333333,January 2026
776,2026-01-11,Australian Open Women Singles,WTA,"Riera, Julia","Shibahara, Ena",1,2,3,1,34,47,13,3,7,77,3,13,22,10,23,47,0,4,72.34042553191489,56.52173913043478,75.0,January 2026
777,2026-01-11,Australian Open Women Singles,WTA,"Shibahara, Ena","Riera, Julia",0,3,3,6,38,48,13,3,7,74,-3,13,27,10,30,51,0,5,79.16666666666667,39.39393939393939,60.0,January 2026
778,2026-01-11,Australian Open Women Singles,WTA,"Sonmez, Zeynep","Samson, Laura",1,0,6,1,23,35,12,5,7,65,17,3,7,6,16,26,0,15,65.71428571428571,37.5,40.0,January 2026
779,2026-01-11,Australian Open Women Singles,WTA,"Samson, Laura","Sonmez, Zeynep",0,6,2,5,28,56,4,1,5,48,-17,4,12,2,39,32,0,2,50.0,23.52941176470588,100.0,January 2026
780,2026-01-11,Australian Open Women Singles,WTA,"Brancaccio, Nuria","Stoiana, Mary",0,1,6,0,50,88,16,4,6,109,-4,4,12,10,46,54,0,19,56.81818181818182,33.33333333333333,31.57894736842105,January 2026
781,2026-01-11,Australian Open Women Singles,WTA,"Stoiana, Mary","Brancaccio, Nuria",1,0,7,5,54,102,18,5,8,113,4,13,19,11,55,67,0,11,52.94117647058823,54.166666666666664,63.63636363636363,January 2026
782,2026-01-11,Australian Open Women Singles,WTA,"Bronzetti, Lucia","Bolsova, Aliona",1,1,8,3,38,57,18,6,6,101,26,15,25,10,32,53,0,11,66.66666666666667,53.57142857142857,72.72727272727273,January 2026
783,2026-01-11,Australian Open Women Singles,WTA,"Bolsova, Aliona","Bronzetti, Lucia",0,1,2,4,36,72,8,2,6,75,-26,7,15,5,48,43,1,5,50.0,36.84210526315789,40.0,January 2026
784,2026-01-11,Australian Open Men Singles,ATP,"Droguet, Titouan","Jarry, Nicolas",1,7,3,0,32,37,12,4,8,66,21,8,13,9,10,40,0,5,86.48648648648648,61.53846153846154,60.0,January 2026
785,2026-01-11,Australian Open Men Singles,ATP,"Jarry, Nicolas","Droguet, Titouan",0,2,1,0,28,46,7,1,4,45,-21,7,15,6,26,35,0,3,60.869565217391305,46.666666666666664,33.33333333333333,January 2026
786,2026-01-11,Australian Open Men Singles,ATP,"Damm Jr, Martin","Onclin, Gauthier",1,22,3,8,49,65,15,3,6,90,6,5,13,12,29,54,0,3,75.38461538461539,23.809523809523807,100.0,January 2026
787,2026-01-11,Australian Open Men Singles,ATP,"Onclin, Gauthier","Damm Jr, Martin",0,1,2,6,36,61,13,3,6,84,-6,19,25,11,36,55,0,5,59.01639344262295,61.29032258064516,40.0,January 2026
788,2026-01-11,Australian Open Men Singles,ATP,"Pinnington Jones, Jack","Bailly, Gilles Arnaud",0,5,2,6,31,57,8,3,9,57,-7,2,2,6,26,33,0,6,54.3859649122807,25.0,33.33333333333333,January 2026
789,2026-01-11,Australian Open Men Singles,ATP,"Bailly, Gilles Arnaud","Pinnington Jones, Jack",1,1,4,3,37,59,12,5,7,64,7,1,2,8,24,38,0,8,62.71186440677966,20.0,50.0,January 2026
790,2026-01-11,Australian Open Men Singles,ATP,"Carballes Baena, Roberto","Bouquier, Arthur",1,1,4,1,21,23,12,5,8,59,27,13,17,8,7,34,0,13,91.30434782608695,72.22222222222221,30.76923076923077,January 2026
791,2026-01-11,Australian Open Men Singles,ATP,"Bouquier, Arthur","Carballes Baena, Roberto",0,2,0,2,20,37,4,1,5,32,-27,5,12,4,25,25,0,2,54.054054054054056,35.714285714285715,0.0,January 2026
792,2026-01-11,Australian Open Men Singles,ATP,"Holmgren, August","Ofner, Sebastian",0,8,0,0,30,41,8,1,5,51,-9,5,10,8,16,35,0,3,73.17073170731707,50.0,0.0,January 2026
793,2026-01-11,Australian Open Men Singles,ATP,"Ofner, Sebastian","Holmgren, August",1,11,2,2,28,34,12,3,5,60,9,16,24,10,16,44,0,3,82.3529411764706,61.53846153846154,66.66666666666666,January 2026
794,2026-01-11,Australian Open Men Singles,ATP,"Galarneau, Alexis","Basavareddy, Nishesh",0,3,1,2,19,32,6,2,5,45,-15,12,23,5,25,31,0,1,59.375,48.0,100.0,January 2026
795,2026-01-11,Australian Open Men Singles,ATP,"Basavareddy, Nishesh","Galarneau, Alexis",1,6,4,1,26,35,12,5,10,60,15,9,13,8,14,35,0,6,74.28571428571429,64.28571428571429,66.66666666666666,January 2026
796,2026-01-11,Australian Open Men Singles,ATP,"Engel, Justin","Loffhagen, George",0,10,0,4,49,63,12,1,5,83,-11,12,26,12,31,61,0,3,77.77777777777777,40.0,0.0,January 2026
797,2026-01-11,Australian Open Men Singles,ATP,"Loffhagen, George","Engel, Justin",1,13,0,1,45,52,14,3,7,94,11,18,32,12,22,63,2,9,86.53846153846153,54.54545454545454,0.0,January 2026
798,2026-01-11,Australian Open Men Singles,ATP,"Nishioka, Yoshihito","Fatic, Nerman",1,3,5,0,22,34,12,6,6,53,18,8,11,7,15,30,0,9,64.70588235294117,72.72727272727273,55.55555555555556,January 2026
799,2026-01-11,Australian Open Men Singles,ATP,"Fatic, Nerman","Nishioka, Yoshihito",0,7,1,2,18,31,3,1,5,35,-18,2,10,2,23,20,0,1,58.064516129032256,16.666666666666664,100.0,January 2026
800,2026-01-11,Australian Open Women Singles,WTA,"Smith, Tina Nadine","Brace, Cadence",1,3,5,1,24,43,14,2,6,99,5,25,42,7,37,49,2,13,55.81395348837209,58.139534883720934,38.46153846153847,January 2026
801,2026-01-11,Australian Open Women Singles,WTA,"Brace, Cadence","Smith, Tina Nadine",0,0,5,6,35,61,12,2,6,94,-5,22,40,7,50,57,0,9,57.377049180327866,47.82608695652174,55.55555555555556,January 2026
802,2026-01-12,"WTA Hobart, Australia Women Singles",WTA,"Zarazua, Renata","Baptiste, Hailey",1,1,7,1,58,83,18,4,11,115,18,10,23,12,38,69,0,8,69.87951807228916,41.66666666666667,87.5,January 2026
803,2026-01-12,"WTA Hobart, Australia Women Singles",WTA,"Baptiste, Hailey","Zarazua, Renata",0,1,3,4,40,67,13,3,5,97,-18,19,38,9,46,59,1,10,59.701492537313435,45.23809523809524,30.0,January 2026
804,2026-01-12,Australian Open Women Singles,WTA,"Stephens, Sloane","Palicova, Barbora",1,3,5,0,27,41,13,5,7,76,18,10,16,8,20,37,0,14,65.85365853658537,62.5,35.714285714285715,January 2026
805,2026-01-12,Australian Open Women Singles,WTA,"Palicova, Barbora","Stephens, Sloane",0,1,2,3,27,47,6,3,5,58,-18,11,27,4,39,38,0,5,57.4468085106383,36.666666666666664,40.0,January 2026
806,2026-01-12,Australian Open Women Singles,WTA,"Gadecki, Olivia","Rus, Arantxa",1,3,4,0,28,39,12,6,5,70,17,10,17,8,18,38,0,9,71.7948717948718,58.82352941176471,44.44444444444444,January 2026
807,2026-01-12,Australian Open Women Singles,WTA,"Rus, Arantxa","Gadecki, Olivia",0,1,1,6,24,43,6,1,5,53,-17,11,19,5,32,35,0,8,55.81395348837209,44.0,12.5,January 2026
808,2026-01-12,"WTA Adelaide 1, Australia Women Singles",WTA,"Mboko, Victoria","Haddad Maia, Beatriz",1,4,6,5,41,59,17,3,8,92,19,10,14,11,27,51,0,7,69.49152542372882,52.63157894736842,85.71428571428571,January 2026
809,2026-01-12,"WTA Adelaide 1, Australia Women Singles",WTA,"Haddad Maia, Beatriz","Mboko, Victoria",0,2,3,5,31,49,12,3,6,73,-19,15,33,9,41,46,0,5,63.265306122448976,39.473684210526315,60.0,January 2026
810,2026-01-12,"WTA Adelaide 1, Australia Women Singles",WTA,"Jones, Emerson","Navarro, Emma",0,0,2,5,31,62,6,2,4,53,-13,0,1,4,32,31,0,4,50.0,0.0,50.0,January 2026
811,2026-01-12,"WTA Adelaide 1, Australia Women Singles",WTA,"Navarro, Emma","Jones, Emerson",1,1,5,5,34,56,12,4,5,66,13,0,0,7,22,34,0,13,60.714285714285715,0.0,38.46153846153847,January 2026
812,2026-01-12,Australian Open Women Singles,WTA,"Starodubtseva, Yuliia","Tubello, Alice",1,1,7,2,28,42,15,6,9,82,21,12,20,8,24,40,0,11,66.66666666666667,54.54545454545454,63.63636363636363,January 2026
813,2026-01-12,Australian Open Women Singles,WTA,"Tubello, Alice","Starodubtseva, Yuliia",0,1,3,4,26,50,8,4,4,61,-21,11,25,5,42,37,0,4,52.0,37.93103448275862,75.0,January 2026
814,2026-01-12,Australian Open Men Singles,ATP,"Prizmic, Dino","Olivieri, Genaro Alberto",1,2,3,1,35,42,12,5,7,59,20,2,5,9,10,37,0,6,83.33333333333333,33.33333333333333,50.0,January 2026
815,2026-01-12,Australian Open Men Singles,ATP,"Olivieri, Genaro Alberto","Prizmic, Dino",0,0,0,2,28,48,5,1,6,39,-20,1,2,5,22,29,0,3,58.333333333333336,25.0,0.0,January 2026
816,2026-01-12,"ATP Adelaide, Australia Men Singles",ATP,"Fearnley, Jacob","Vukic, Aleksandar",0,14,2,10,45,61,14,3,6,90,-12,18,30,11,38,63,1,3,73.77049180327869,45.0,66.66666666666666,January 2026
817,2026-01-12,"ATP Adelaide, Australia Men Singles",ATP,"Vukic, Aleksandar","Fearnley, Jacob",1,7,4,1,40,55,18,3,8,102,12,24,35,14,27,64,0,6,72.72727272727273,66.66666666666666,66.66666666666666,January 2026
818,2026-01-12,"ATP Adelaide, Australia Men Singles",ATP,"Misolic, Filip","Shevchenko, Alexander",0,0,1,3,27,38,8,3,5,51,-18,9,21,7,26,36,0,3,71.05263157894737,37.5,33.33333333333333,January 2026
819,2026-01-12,"ATP Adelaide, Australia Men Singles",ATP,"Shevchenko, Alexander","Misolic, Filip",1,6,3,2,32,40,13,3,8,69,18,11,16,10,15,43,0,7,80.0,61.111111111111114,42.857142857142854,January 2026
820,2026-01-12,"ATP Auckland, New Zealand Men Singles",ATP,"Brooksby, Jenson","Watt, James",1,2,3,3,34,48,12,3,7,72,10,10,15,9,22,44,0,13,70.83333333333333,55.55555555555556,23.076923076923077,January 2026
821,2026-01-12,"ATP Auckland, New Zealand Men Singles",ATP,"Watt, James","Brooksby, Jenson",0,4,0,3,33,51,7,1,6,62,-10,7,14,7,28,40,0,3,64.70588235294117,41.17647058823529,0.0,January 2026
822,2026-01-12,Australian Open Men Singles,ATP,"Fery, Arthur","Winter, Edward",1,4,4,1,31,41,12,4,7,75,22,8,13,8,16,39,0,13,75.60975609756098,57.14285714285714,30.76923076923077,January 2026
823,2026-01-12,Australian Open Men Singles,ATP,"Winter, Edward","Fery, Arthur",0,0,1,2,28,51,6,2,4,53,-22,9,20,5,36,37,0,2,54.90196078431372,40.909090909090914,50.0,January 2026
824,2026-01-12,Australian Open Women Singles,WTA,"Papamichail, Despina","Vickery, Sachia",1,1,6,1,30,41,13,3,7,74,16,7,19,7,24,37,0,11,73.17073170731707,35.0,54.54545454545454,January 2026
825,2026-01-12,Australian Open Women Singles,WTA,"Vickery, Sachia","Papamichail, Despina",0,0,3,0,22,42,8,2,5,58,-16,12,29,5,37,34,0,7,52.38095238095238,41.37931034482759,42.857142857142854,January 2026
826,2026-01-12,Australian Open Men Singles,ATP,"Sweeny, Dane","Pellegrino, Andrea",1,5,6,6,37,56,16,7,11,96,17,16,25,10,33,53,0,14,66.07142857142857,51.61290322580645,42.857142857142854,January 2026
827,2026-01-12,Australian Open Men Singles,ATP,"Pellegrino, Andrea","Sweeny, Dane",0,8,4,4,32,56,11,2,6,79,-17,14,29,7,43,46,0,8,57.142857142857146,42.42424242424242,50.0,January 2026
828,2026-01-12,Australian Open Men Singles,ATP,"Heide, Gustavo","Clarke, Jay",1,8,3,3,40,62,12,3,5,74,10,1,1,9,22,41,0,11,64.51612903225806,25.0,27.27272727272727,January 2026
829,2026-01-12,Australian Open Men Singles,ATP,"Clarke, Jay","Heide, Gustavo",0,1,0,0,41,73,6,1,5,64,-10,1,2,6,33,42,0,2,56.16438356164384,50.0,0.0,January 2026
830,2026-01-12,"WTA Hobart, Australia Women Singles",WTA,"Preston, Taylah","Bouzas Maneiro, Jessica",1,1,7,1,23,43,13,3,7,72,8,11,25,5,34,34,1,8,53.48837209302326,42.30769230769231,87.5,January 2026
831,2026-01-12,"WTA Hobart, Australia Women Singles",WTA,"Bouzas Maneiro, Jessica","Preston, Taylah",0,3,6,5,18,38,10,4,5,64,-8,12,30,4,38,30,0,9,47.36842105263158,34.285714285714285,66.66666666666666,January 2026
832,2026-01-12,Australian Open Women Singles,WTA,"Pigossi, Laura","Zhu, Lin",0,0,4,1,21,44,8,3,7,49,-14,5,15,4,34,26,0,5,47.72727272727273,31.25,80.0,January 2026
833,2026-01-12,Australian Open Women Singles,WTA,"Zhu, Lin","Pigossi, Laura",1,2,6,1,20,37,12,5,12,63,14,9,14,6,23,29,0,12,54.054054054054056,60.0,50.0,January 2026
834,2026-01-12,"ATP Auckland, New Zealand Men Singles",ATP,"Comesana, Francisco","Royer, Valentin",1,10,2,1,33,38,12,3,5,63,12,7,12,10,11,40,0,3,86.84210526315789,53.84615384615385,66.66666666666666,January 2026
835,2026-01-12,"ATP Auckland, New Zealand Men Singles",ATP,"Royer, Valentin","Comesana, Francisco",0,4,0,4,35,45,8,1,4,51,-12,5,14,7,23,40,0,0,77.77777777777777,27.77777777777778,,January 2026
836,2026-01-12,Australian Open Women Singles,WTA,"Pera, Bernarda","Tomova, Viktoriya",0,2,3,6,36,61,10,7,6,73,-12,8,18,7,41,44,0,9,59.01639344262295,33.33333333333333,33.33333333333333,January 2026
837,2026-01-12,Australian Open Women Singles,WTA,"Tomova, Viktoriya","Pera, Bernarda",1,1,5,1,37,54,13,8,7,85,12,7,18,8,29,44,0,17,68.51851851851852,36.84210526315789,29.411764705882355,January 2026
838,2026-01-12,Australian Open Women Singles,WTA,"Hruncakova, Viktoria","Nahimana, Sada",1,3,5,1,21,28,12,4,6,70,20,12,21,7,17,33,0,14,75.0,54.54545454545454,35.714285714285715,January 2026
839,2026-01-12,Australian Open Women Singles,WTA,"Nahimana, Sada","Hruncakova, Viktoria",0,2,1,1,24,47,4,2,5,50,-20,9,22,3,37,33,0,2,51.06382978723404,39.130434782608695,50.0,January 2026
840,2026-01-12,Australian Open Men Singles,ATP,"Kym, Jerome","Prado Angelo, Juan Carlos",1,6,4,0,22,30,12,7,7,58,23,11,16,8,13,33,0,8,73.33333333333333,68.75,50.0,January 2026
841,2026-01-12,Australian Open Men Singles,ATP,"Prado Angelo, Juan Carlos","Kym, Jerome",0,0,0,0,12,25,3,1,5,35,-23,10,22,3,25,22,0,0,48.0,45.45454545454545,,January 2026
842,2026-01-12,Australian Open Women Singles,WTA,"Jimenez Kasintseva, Victoria","Cross, Kayla",1,1,5,8,54,80,17,3,7,115,10,11,19,12,42,65,0,16,67.5,40.74074074074074,31.25,January 2026
843,2026-01-12,Australian Open Women Singles,WTA,"Cross, Kayla","Jimenez Kasintseva, Victoria",0,5,4,7,44,81,15,3,8,105,-10,18,25,11,50,62,0,11,54.32098765432099,56.25,36.36363636363637,January 2026
844,2026-01-12,"WTA Adelaide 1, Australia Women Singles",WTA,"Tomljanovic, Ajla","Tauson, Clara",1,0,2,6,28,51,7,2,5,49,0,0,0,4,23,28,1,4,54.90196078431372,0.0,50.0,January 2026
845,2026-01-12,"WTA Adelaide 1, Australia Women Singles",WTA,"Tauson, Clara","Tomljanovic, Ajla",0,5,2,0,25,45,6,2,4,49,0,1,2,4,21,26,0,7,55.55555555555556,50.0,28.57142857142857,January 2026
846,2026-01-12,Australian Open Women Singles,WTA,"Lazaro Garcia, Andrea","Prozorova, Tatiana",0,3,2,3,29,60,6,1,5,50,-18,4,8,4,36,33,0,3,48.333333333333336,36.36363636363637,66.66666666666666,January 2026
847,2026-01-12,Australian Open Women Singles,WTA,"Prozorova, Tatiana","Lazaro Garcia, Andrea",1,0,5,0,28,41,12,6,8,68,18,4,8,7,17,32,0,11,68.29268292682927,50.0,45.45454545454545,January 2026
848,2026-01-12,Australian Open Women Singles,WTA,"Knutson, Gabriela","Cabrera, Lizette",0,3,1,3,22,35,5,2,3,57,-23,8,26,4,34,30,0,4,62.857142857142854,27.586206896551722,25.0,January 2026
849,2026-01-12,Australian Open Women Singles,WTA,"Cabrera, Lizette","Knutson, Gabriela",1,1,5,6,32,44,13,10,13,80,23,14,23,8,27,46,0,9,72.72727272727273,48.275862068965516,55.55555555555556,January 2026
850,2026-01-12,"ATP Adelaide, Australia Men Singles",ATP,"Tirante, Thiago Agustin","Vavassori, Andrea",0,5,0,1,17,28,5,1,4,43,-16,9,18,5,21,26,0,2,60.714285714285715,47.368421052631575,0.0,January 2026
851,2026-01-12,"ATP Adelaide, Australia Men Singles",ATP,"Vavassori, Andrea","Tirante, Thiago Agustin",1,3,3,1,23,33,12,7,7,59,16,15,21,9,17,38,0,6,69.6969696969697,68.18181818181817,50.0,January 2026
852,2026-01-12,Australian Open Men Singles,ATP,"Sekulic, Philip","Trungelliti, Marco",0,7,3,2,31,46,9,4,5,68,-8,8,25,6,34,39,0,6,67.3913043478261,29.629629629629626,50.0,January 2026
853,2026-01-12,Australian Open Men Singles,ATP,"Trungelliti, Marco","Sekulic, Philip",1,5,5,4,31,46,13,4,7,76,8,11,21,8,29,42,0,9,67.3913043478261,44.0,55.55555555555556,January 2026
854,2026-01-12,"WTA Adelaide 1, Australia Women Singles",WTA,"Kalinskaya, Anna","Ruse, Elena-Gabriela",1,1,7,1,22,42,12,6,8,62,20,10,16,5,27,32,0,10,52.38095238095238,58.82352941176471,70.0,January 2026
855,2026-01-12,"WTA Adelaide 1, Australia Women Singles",WTA,"Ruse, Elena-Gabriela","Kalinskaya, Anna",0,0,3,6,11,27,3,1,3,42,-20,4,12,0,30,15,0,11,40.74074074074074,22.22222222222222,27.27272727272727,January 2026
856,2026-01-12,Australian Open Men Singles,ATP,"Holt, Brandon","Neumayer, Lukas",1,10,4,1,44,57,16,5,6,98,11,14,34,12,34,58,0,13,77.19298245614036,40.0,30.76923076923077,January 2026
857,2026-01-12,Australian Open Men Singles,ATP,"Neumayer, Lukas","Holt, Brandon",0,6,2,2,31,50,11,3,6,87,-11,22,41,9,40,53,0,8,62.0,51.162790697674424,25.0,January 2026
858,2026-01-12,Australian Open Women Singles,WTA,"Sherif Ahmed Abdelaziz, Maiar","Maristany Zuleta de Reales, Guiomar",0,0,3,1,24,42,7,3,7,53,-14,5,16,4,30,29,0,5,57.142857142857146,29.411764705882355,60.0,January 2026
859,2026-01-12,Australian Open Women Singles,WTA,"Maristany Zuleta de Reales, Guiomar","Sherif Ahmed Abdelaziz, Maiar",1,0,5,1,28,44,12,7,10,67,14,9,16,7,24,37,0,10,63.63636363636363,52.94117647058824,50.0,January 2026
860,2026-01-12,Australian Open Men Singles,ATP,"Faria, Jaime","Mikrut, Luka",1,6,3,4,31,39,14,5,8,83,12,16,23,10,19,47,1,8,79.48717948717949,59.25925925925925,37.5,January 2026
861,2026-01-12,Australian Open Men Singles,ATP,"Mikrut, Luka","Faria, Jaime",0,3,2,2,33,54,11,5,7,71,-12,19,32,9,36,52,0,2,61.111111111111114,55.88235294117647,100.0,January 2026
862,2026-01-12,Australian Open Men Singles,ATP,"Dodig, Matej","Hassan, Benjamin",0,2,2,2,40,62,12,5,6,93,-13,12,28,10,39,52,0,11,64.51612903225806,40.0,18.181818181818183,January 2026
863,2026-01-12,Australian Open Men Singles,ATP,"Hassan, Benjamin","Dodig, Matej",1,6,4,1,49,73,17,5,8,106,13,18,34,13,41,67,0,6,67.12328767123287,51.42857142857142,66.66666666666666,January 2026
864,2026-01-12,"WTA Hobart, Australia Women Singles",WTA,"Volynets, Katie","Li, Ann",0,0,6,2,44,44,13,3,8,91,-9,8,19,7,53,52,0,12,100.0,38.095238095238095,50.0,January 2026
865,2026-01-12,"WTA Hobart, Australia Women Singles",WTA,"Li, Ann","Volynets, Katie",1,3,8,3,20,37,17,5,6,100,9,10,27,9,39,47,0,18,54.054054054054056,33.33333333333333,44.44444444444444,January 2026
866,2026-01-12,Australian Open Women Singles,WTA,"Chwalinska, Maja","Brengle, Madison",1,0,8,4,25,54,13,4,10,78,17,5,6,4,31,30,1,13,46.2962962962963,50.0,61.53846153846154,January 2026
867,2026-01-12,Australian Open Women Singles,WTA,"Brengle, Madison","Chwalinska, Maja",0,0,6,1,26,68,9,3,7,61,-17,4,9,3,48,30,0,12,38.23529411764706,40.0,50.0,January 2026
868,2026-01-12,Australian Open Men Singles,ATP,"Pavlovic, Luka","Smith, Colton",0,6,1,2,20,36,7,2,6,55,-19,14,23,6,27,34,0,2,55.55555555555556,56.00000000000001,50.0,January 2026
869,2026-01-12,Australian Open Men Singles,ATP,"Smith, Colton","Pavlovic, Luka",1,0,3,2,25,37,13,5,10,74,19,22,29,9,21,47,1,4,67.56756756756756,70.96774193548387,75.0,January 2026
870,2026-01-12,"WTA Adelaide 1, Australia Women Singles",WTA,"Badosa, Paula","Bouzkova, Marie",0,5,4,8,40,62,13,3,6,92,-5,17,31,9,44,57,0,8,64.51612903225806,43.58974358974359,50.0,January 2026
871,2026-01-12,"WTA Adelaide 1, Australia Women Singles",WTA,"Bouzkova, Marie","Badosa, Paula",1,3,5,1,32,52,15,5,6,97,5,21,35,10,35,53,0,14,61.53846153846154,58.333333333333336,35.714285714285715,January 2026
872,2026-01-12,Australian Open Women Singles,WTA,"Webb, Stefani","Klimovicova, Linda",0,1,1,2,19,39,3,2,7,37,-20,2,7,2,27,21,0,2,48.717948717948715,22.22222222222222,50.0,January 2026
873,2026-01-12,Australian Open Women Singles,WTA,"Klimovicova, Linda","Webb, Stefani",1,4,5,4,22,31,12,5,8,57,20,8,12,7,16,30,0,8,70.96774193548387,50.0,62.5,January 2026
874,2026-01-12,"ATP Adelaide, Australia Men Singles",ATP,"Walton, Adam","Halys, Quentin",0,9,0,3,36,56,8,1,5,58,-22,13,22,8,32,49,0,0,64.28571428571429,52.0,,January 2026
875,2026-01-12,"ATP Adelaide, Australia Men Singles",ATP,"Halys, Quentin","Walton, Adam",1,11,2,1,36,42,13,3,11,80,22,12,14,10,9,48,1,7,85.71428571428571,80.0,28.57142857142857,January 2026
876,2026-01-12,Australian Open Women Singles,WTA,"Masarova, Rebeka","Charaeva, Alina",1,11,4,10,55,76,19,3,8,134,8,23,37,14,45,78,1,14,72.36842105263158,48.93617021276596,28.57142857142857,January 2026
877,2026-01-12,Australian Open Women Singles,WTA,"Charaeva, Alina","Masarova, Rebeka",0,4,3,5,61,94,16,3,8,126,-8,20,38,12,56,81,1,8,64.8936170212766,46.51162790697674,37.5,January 2026
878,2026-01-12,Australian Open Men Singles,ATP,"Zeppieri, Giulio","Added, Dan",1,7,3,4,30,34,12,3,9,66,17,8,14,9,14,38,0,5,88.23529411764706,44.44444444444444,60.0,January 2026
879,2026-01-12,Australian Open Men Singles,ATP,"Added, Dan","Zeppieri, Giulio",0,4,0,2,25,38,6,1,4,49,-17,10,23,6,28,35,0,0,65.78947368421052,40.0,,January 2026
880,2026-01-12,"WTA Hobart, Australia Women Singles",WTA,"Shimizu, Ayano","Cocciaretto, Elisabetta",0,2,1,1,29,18,7,2,4,45,-19,8,16,6,22,30,0,4,161.11111111111111,47.05882352941176,25.0,January 2026
