,player_name,total_wins,aces,breakpoints_won,total_breakpoints,double_faults,first_serve_points_won,first_serve_successful,second_serve_points_won,second_serve_successful,points_spread,FS Win %,SS Win %,BP Conv %,Ace Rank,DF Rank,Total Win Rank,Point Spread Rank,FS Win Rank,SS Win Rank,BP Rank,Mean Ranks,Mean Ranks Ranked,last_refreshed
128,"Ku, Yeon Woo",1,1,9,21,7,80,135,22,35,-1,0.5925925925925926,0.6285714285714286,0.42857142857142855,260.5,138.0,156.5,126.5,193.5,20.0,173.0,152.57142857142858,155.0,2026-01-25
129,"Kudermetova, Polina",1,8,11,18,12,63,85,22,57,4,0.7411764705882353,0.38596491228070173,0.6111111111111112,131.0,199.5,156.5,108.5,21.0,276.0,41.0,133.35714285714286,108.5,2026-01-25
130,"Kuwata, Hiroko",0,1,0,0,2,9,23,3,9,-31,0.391304347826087,0.3333333333333333,,260.5,37.5,250.5,276.5,299.0,286.5,,235.08333333333334,298.0,2026-01-25
131,"Lamens, Suzan",0,3,11,34,23,108,195,40,82,-68,0.5538461538461539,0.4878048780487805,0.3235294117647059,210.5,268.5,250.5,302.5,236.0,189.5,251.0,244.07142857142858,300.0,2026-01-25
132,"Lazaro Garcia, Andrea",0,3,2,3,3,29,60,4,8,-18,0.48333333333333334,0.5,0.6666666666666666,210.5,63.0,250.5,209.0,285.0,173.0,25.5,173.78571428571428,193.0,2026-01-25
133,"Lee, Carol Young Suh",2,19,12,37,9,105,161,36,61,16,0.6521739130434783,0.5901639344262295,0.32432432432432434,51.0,164.5,97.0,71.0,95.5,45.0,250.0,110.57142857142857,59.0,2026-01-25
134,"Leonard, Manon",0,1,1,11,1,13,33,5,12,-26,0.3939393939393939,0.4166666666666667,0.09090909090909091,260.5,17.5,250.5,259.5,298.0,259.5,292.5,234.0,297.0,2026-01-25
135,"Lepchenko, Varvara",0,1,2,3,1,19,32,2,16,-18,0.59375,0.125,0.6666666666666666,260.5,17.5,250.5,209.0,192.0,302.0,25.5,179.57142857142858,207.0,2026-01-25
136,"Li, Ann",2,18,21,53,12,160,240,74,167,-7,0.6666666666666666,0.4431137724550898,0.39622641509433965,55.0,199.5,97.0,146.5,76.0,247.0,202.0,146.14285714285714,138.5,2026-01-25
137,"Linette, Magda",6,26,34,74,21,282,467,107,201,-9,0.6038543897216274,0.5323383084577115,0.4594594594594595,30.0,260.0,15.5,154.0,179.0,124.0,142.5,129.28571428571428,101.0,2026-01-25
138,"Liu, Claire",1,9,10,22,6,80,115,11,32,20,0.6956521739130435,0.34375,0.45454545454545453,117.5,121.5,156.5,58.0,45.0,284.0,149.0,133.07142857142858,107.0,2026-01-25
139,"Lys, Eva",1,0,17,37,14,102,177,36,68,5,0.576271186440678,0.5294117647058824,0.4594594594594595,291.0,219.0,156.5,103.0,212.0,128.0,142.5,178.85714285714286,206.0,2026-01-25
140,"MA, Yexin",1,6,7,13,4,39,63,19,33,4,0.6190476190476191,0.5757575757575758,0.5384615384615384,158.5,85.0,156.5,108.5,152.0,61.0,73.5,113.57142857142857,69.0,2026-01-25
141,"Mandlik, Elizabeth",0,2,2,6,5,38,70,17,35,-33,0.5428571428571428,0.4857142857142857,0.3333333333333333,233.5,102.5,250.5,279.5,244.5,193.5,241.0,220.71428571428572,288.0,2026-01-25
142,"Marcinko, Petra",3,12,17,53,19,162,263,36,82,-41,0.6159695817490495,0.43902439024390244,0.32075471698113206,90.0,250.0,62.0,289.0,159.0,249.5,253.0,193.21428571428572,242.0,2026-01-25
143,"Maria, Tatjana",1,12,12,24,8,98,151,50,106,-31,0.6490066225165563,0.4716981132075472,0.5,90.0,150.0,156.5,276.5,102.0,216.0,105.0,156.57142857142858,160.0,2026-01-25
144,"Maristany Zuleta de Reales, Guiomar",3,5,15,34,15,143,225,40,76,5,0.6355555555555555,0.5263157894736842,0.4411764705882353,174.5,227.5,62.0,103.0,121.0,134.0,161.0,140.42857142857142,127.0,2026-01-25
145,"Masarova, Rebeka",1,29,9,25,16,136,209,40,72,-21,0.6507177033492823,0.5555555555555556,0.36,22.0,236.5,156.5,238.0,98.0,85.0,226.5,151.78571428571428,151.5,2026-01-25
146,"Mboko, Victoria",8,52,47,94,46,336,529,125,210,43,0.6351606805293005,0.5952380952380952,0.5,3.0,303.0,6.5,26.0,122.0,40.0,105.0,86.5,25.0,2026-01-25
147,"McNally, Caty",3,5,23,46,21,193,313,43,89,15,0.6166134185303515,0.48314606741573035,0.5,174.5,260.0,62.0,77.0,156.0,198.5,105.0,147.57142857142858,145.5,2026-01-25
148,"Mensik, Jakub",1,25,5,15,11,85,118,34,71,-18,0.7203389830508474,0.4788732394366197,0.3333333333333333,33.0,188.5,156.5,209.0,33.0,204.0,241.0,152.14285714285714,153.0,2026-01-25
149,"Mertens, Elise",6,38,33,55,20,203,265,94,162,112,0.7660377358490567,0.5802469135802469,0.6,10.0,254.5,15.5,6.5,13.0,55.0,46.0,57.214285714285715,3.0,2026-01-25
150,"Micic, Elena",1,5,8,16,9,59,111,17,36,-11,0.5315315315315315,0.4722222222222222,0.5,174.5,164.5,156.5,164.5,254.0,215.0,105.0,176.28571428571428,197.0,2026-01-25
151,"Mikulskyte, Justina",1,3,6,19,11,66,105,24,49,-1,0.6285714285714286,0.4897959183673469,0.3157894736842105,210.5,188.5,156.5,126.5,137.0,187.0,256.5,180.35714285714286,209.0,2026-01-25
152,"Mildren, Sarah",0,3,3,8,4,33,65,0,0,-11,0.5076923076923077,,0.375,210.5,85.0,250.5,164.5,270.0,,214.0,199.08333333333334,254.0,2026-01-25
153,"Minnen, Greet",2,8,12,17,7,80,117,29,52,28,0.6837606837606838,0.5576923076923077,0.7058823529411765,131.0,138.0,97.0,47.0,52.0,80.0,18.0,80.42857142857143,17.0,2026-01-25
154,"Mladenovic, Kristina",1,7,11,23,20,107,175,35,68,-20,0.6114285714285714,0.5147058823529411,0.4782608695652174,145.0,254.5,156.5,229.0,168.0,149.5,132.0,176.35714285714286,198.5,2026-01-25
155,"Mochizuki, Shintaro",0,5,3,8,9,43,57,29,59,-20,0.7543859649122807,0.4915254237288136,0.375,174.5,164.5,250.5,229.0,17.0,185.0,214.0,176.35714285714286,198.5,2026-01-25
156,"Monnet, Carole",0,5,8,24,17,59,106,25,41,-25,0.5566037735849056,0.6097560975609756,0.3333333333333333,174.5,244.0,250.5,256.5,234.0,28.0,241.0,204.07142857142858,264.0,2026-01-25
157,"Mrdeza, Tereza",0,0,0,0,3,17,35,3,6,-28,0.4857142857142857,0.5,,291.0,63.0,250.5,266.0,283.0,173.0,,221.08333333333334,289.0,2026-01-25
158,"Muchova, Karolina",6,31,30,85,16,273,436,92,156,46,0.6261467889908257,0.5897435897435898,0.35294117647058826,17.0,236.5,15.5,24.0,139.0,46.5,230.0,101.21428571428571,48.0,2026-01-25
159,"Munar, Jaume",0,21,3,12,5,87,113,30,56,3,0.7699115044247787,0.5357142857142857,0.25,42.0,102.5,250.5,114.0,12.0,116.0,275.5,130.35714285714286,105.0,2026-01-25
160,"Nahimana, Sada",0,2,1,2,1,24,47,9,22,-20,0.5106382978723404,0.4090909090909091,0.5,233.5,17.5,250.5,229.0,268.0,264.5,105.0,195.42857142857142,248.0,2026-01-25
161,"Navarro, Emma",2,11,17,36,22,154,244,57,89,19,0.6311475409836066,0.6404494382022472,0.4722222222222222,99.5,264.0,97.0,61.0,132.0,17.0,137.0,115.35714285714286,76.0,2026-01-25
162,"Noskova, Linda",3,41,21,43,29,174,232,85,144,35,0.75,0.5902777777777778,0.4883720930232558,7.5,286.5,62.0,33.5,19.0,44.0,123.5,82.28571428571429,19.0,2026-01-25
163,"Oliynykova, Oleksandra",0,1,3,7,1,29,59,8,20,-19,0.4915254237288136,0.4,0.42857142857142855,260.5,17.5,250.5,218.0,280.0,271.5,173.0,210.14285714285714,280.0,2026-01-25
164,"Ortenzi, Jazmin",1,0,7,14,4,84,137,19,40,2,0.6131386861313869,0.475,0.5,291.0,85.0,156.5,117.0,163.0,211.5,105.0,161.28571428571428,166.0,2026-01-25
165,"Osaka, Naomi",3,21,16,39,6,128,185,52,95,35,0.6918918918918919,0.5473684210526316,0.41025641025641024,42.0,121.5,62.0,33.5,49.0,100.5,190.0,85.5,23.0,2026-01-25
166,"Osorio, Camila",0,5,12,22,14,124,193,48,92,-6,0.6424870466321243,0.5217391304347826,0.5454545454545454,174.5,219.0,250.5,143.0,112.0,138.0,70.0,158.14285714285714,163.0,2026-01-25
167,"Ostapenko, Jelena",1,8,14,32,19,109,161,43,101,-28,0.6770186335403726,0.42574257425742573,0.4375,131.0,250.0,156.5,266.0,54.0,255.0,163.5,182.28571428571428,215.0,2026-01-25
168,"Osuigwe, Whitney",4,7,30,53,20,184,334,24,39,17,0.5508982035928144,0.6153846153846154,0.5660377358490566,145.0,254.5,38.5,66.5,237.0,25.5,58.0,117.85714285714286,79.5,2026-01-25
169,"Palicova, Barbora",0,1,2,5,3,27,47,11,27,-18,0.574468085106383,0.4074074074074074,0.4,260.5,63.0,250.5,209.0,214.5,266.5,198.0,208.85714285714286,278.0,2026-01-25
170,"Paolini, Jasmine",3,9,22,48,4,128,206,55,113,32,0.6213592233009708,0.48672566371681414,0.4583333333333333,117.5,85.0,62.0,40.5,149.5,192.0,145.0,113.07142857142857,65.0,2026-01-25
171,"Papamichail, Despina",1,1,7,13,1,45,74,14,39,-12,0.6081081081081081,0.358974358974359,0.5384615384615384,260.5,17.5,156.5,171.0,176.0,281.0,73.5,162.28571428571428,168.5,2026-01-25
172,"Paquet, Chloe",1,7,8,18,17,53,86,25,47,-11,0.6162790697674418,0.5319148936170213,0.4444444444444444,145.0,244.0,156.5,164.5,157.5,125.0,156.5,164.14285714285714,171.0,2026-01-25
173,"Parks, Alycia",2,39,18,38,25,166,252,64,131,-19,0.6587301587301587,0.48854961832061067,0.47368421052631576,9.0,278.5,97.0,218.0,85.0,188.0,135.5,144.42857142857142,136.0,2026-01-25
174,"Parrizas Diaz, Nuria",0,1,1,2,2,16,33,11,23,-22,0.48484848484848486,0.4782608695652174,0.5,260.5,37.5,250.5,244.5,284.0,207.0,105.0,198.42857142857142,252.0,2026-01-25
175,"Parry, Diane",0,2,2,7,2,22,36,5,17,-14,0.6111111111111112,0.29411764705882354,0.2857142857142857,233.5,37.5,250.5,183.0,169.5,292.5,266.0,204.64285714285714,267.5,2026-01-25
176,Paul J / Bencic B,4,11,15,27,5,141,215,36,79,20,0.6558139534883721,0.45569620253164556,0.5555555555555556,99.5,102.5,38.5,58.0,88.0,237.0,65.5,98.42857142857143,45.0,2026-01-25
177,Pavlasek A / Krejcikova B,1,2,3,6,2,34,47,6,7,11,0.723404255319149,0.8571428571428571,0.5,233.5,37.5,156.5,89.5,32.0,3.0,105.0,93.85714285714286,38.0,2026-01-25
178,"Pavlyuchenkova, Anastasia",0,9,4,11,10,61,87,27,55,-23,0.7011494252873564,0.4909090909090909,0.36363636363636365,117.5,178.0,250.5,250.0,43.0,186.0,223.0,178.28571428571428,204.0,2026-01-25
179,"Pegula, Jessica",6,24,31,74,11,178,265,68,125,76,0.6716981132075471,0.544,0.4189189189189189,36.0,188.5,15.5,12.0,67.5,104.0,183.0,86.64285714285714,26.0,2026-01-25
180,Pel D / Schuurs D,0,0,0,0,0,0,0,0,0,-2,,,,291.0,5.0,250.5,131.5,,,,169.5,179.5,2026-01-25
181,"Pera, Bernarda",0,2,3,9,6,36,61,8,18,-12,0.5901639344262295,0.4444444444444444,0.3333333333333333,233.5,121.5,250.5,171.0,195.0,244.5,241.0,208.14285714285714,275.0,2026-01-25
182,"Pieri, Jessica",0,0,8,17,3,55,102,14,30,2,0.5392156862745098,0.4666666666666667,0.47058823529411764,291.0,63.0,250.5,117.0,248.0,223.0,138.5,190.14285714285714,237.0,2026-01-25
183,"Pigossi, Laura",0,2,8,13,7,56,112,18,15,-29,0.5,1.2,0.6153846153846154,233.5,138.0,250.5,270.5,275.5,1.0,38.5,172.5,189.0,2026-01-25
184,"Pliskova, Karolina",2,7,9,13,16,89,143,35,58,2,0.6223776223776224,0.603448275862069,0.6923076923076923,145.0,236.5,97.0,117.0,147.0,34.0,20.0,113.78571428571429,70.0,2026-01-25
185,"Ponchet, Jessika",0,8,4,12,3,46,69,18,45,-19,0.6666666666666666,0.4,0.3333333333333333,131.0,63.0,250.5,218.0,76.0,271.5,241.0,178.71428571428572,205.0,2026-01-25
186,"Potapova, Anastasia",4,19,31,68,35,238,404,83,157,-7,0.5891089108910891,0.5286624203821656,0.45588235294117646,51.0,294.5,38.5,146.5,198.0,130.0,147.0,143.64285714285714,134.0,2026-01-25
187,"Preston, Taylah",5,16,42,85,23,244,420,75,157,12,0.580952380952381,0.47770700636942676,0.49411764705882355,65.5,268.5,25.5,85.0,204.0,208.0,120.0,139.5,124.5,2026-01-25
188,"Pridankina, Elena",1,6,7,15,5,86,139,21,42,1,0.6187050359712231,0.5,0.4666666666666667,158.5,102.5,156.5,119.0,153.0,173.0,140.0,143.21428571428572,131.5,2026-01-25
189,"Prozorova, Tatiana",1,5,9,22,6,69,102,17,35,16,0.6764705882352942,0.4857142857142857,0.4090909090909091,174.5,121.5,156.5,71.0,57.5,193.5,191.5,138.0,121.0,2026-01-25
190,"Putintseva, Yulia",8,14,46,84,15,378,598,92,199,37,0.6321070234113713,0.4623115577889447,0.5476190476190477,72.0,227.5,6.5,31.0,130.0,229.0,69.0,109.28571428571429,56.0,2026-01-25
191,"Quevedo, Kaitlin",3,29,17,38,16,153,231,57,98,-6,0.6623376623376623,0.5816326530612245,0.4473684210526316,22.0,236.5,62.0,143.0,82.0,51.0,152.5,107.0,53.0,2026-01-25
192,"Radivojevic, Lola",1,12,8,27,8,57,78,31,61,6,0.7307692307692307,0.5081967213114754,0.2962962962962963,90.0,150.0,156.5,100.5,30.5,157.0,263.0,135.35714285714286,116.0,2026-01-25
193,"Raducanu, Emma",2,5,20,41,14,135,235,38,79,-10,0.574468085106383,0.4810126582278481,0.4878048780487805,174.5,219.0,97.0,159.0,214.5,202.0,125.0,170.14285714285714,182.0,2026-01-25
194,"Rakhimova, Kamilla",2,5,19,43,24,116,182,43,86,-19,0.6373626373626373,0.5,0.4418604651162791,174.5,274.0,97.0,218.0,118.0,173.0,160.0,173.5,191.0,2026-01-25
195,"Rakotomanga Rajaonah, Tiantsoa Sarah",0,0,2,12,7,38,70,13,31,-50,0.5428571428571428,0.41935483870967744,0.16666666666666666,291.0,138.0,250.5,294.5,244.5,258.0,287.5,252.0,303.0,2026-01-25
196,"Rame, Alice",0,1,4,11,5,37,57,10,25,-12,0.6491228070175439,0.4,0.36363636363636365,260.5,102.5,250.5,171.0,100.0,271.5,223.0,197.0,251.0,2026-01-25
197,"Riera, Julia",1,4,4,6,2,59,93,19,40,-15,0.6344086021505376,0.475,0.6666666666666666,191.0,37.5,156.5,189.0,123.0,211.5,25.5,133.42857142857142,110.0,2026-01-25
198,"Rinderknech, Arthur",1,30,7,17,8,100,128,60,99,11,0.78125,0.6060606060606061,0.4117647058823529,19.0,150.0,156.5,89.5,9.0,30.0,188.0,91.71428571428571,35.0,2026-01-25
199,"Rodionova, Arina",0,1,6,10,2,53,88,12,23,4,0.6022727272727273,0.5217391304347826,0.6,260.5,37.5,250.5,108.5,180.0,138.0,46.0,145.85714285714286,137.0,2026-01-25
200,Roger-Vasselin E / Rakotomanga Rajaonah T S,0,11,5,11,6,62,99,20,44,-23,0.6262626262626263,0.45454545454545453,0.45454545454545453,99.5,121.5,250.5,250.0,138.0,238.5,149.0,178.14285714285714,202.0,2026-01-25
201,"Rokusek, Sarah",0,0,3,4,2,16,32,5,17,-17,0.5,0.29411764705882354,0.75,291.0,37.5,250.5,202.0,275.5,292.5,14.5,194.78571428571428,247.0,2026-01-25
202,"Romero Gormaz, Leyre",0,3,9,25,10,52,82,26,64,-20,0.6341463414634146,0.40625,0.36,210.5,178.0,250.5,229.0,124.5,268.5,226.5,212.5,281.0,2026-01-25
203,"Rosatello, Camilla",0,1,1,2,3,14,30,8,17,-21,0.4666666666666667,0.47058823529411764,0.5,260.5,63.0,250.5,238.0,289.0,218.0,105.0,203.42857142857142,261.0,2026-01-25
204,"Rus, Arantxa",0,1,1,8,6,24,43,11,19,-17,0.5581395348837209,0.5789473684210527,0.125,260.5,121.5,250.5,202.0,233.0,57.0,291.0,202.21428571428572,257.0,2026-01-25
205,"Ruse, Elena-Gabriela",6,27,37,86,34,216,308,87,163,49,0.7012987012987013,0.5337423312883436,0.43023255813953487,27.5,292.5,15.5,21.5,42.0,121.0,167.0,98.14285714285714,44.0,2026-01-25
206,"Russell, Tori",0,1,4,7,2,10,21,2,14,-21,0.47619047619047616,0.14285714285714285,0.5714285714285714,260.5,37.5,250.5,238.0,288.0,301.0,55.5,204.42857142857142,266.0,2026-01-25
207,"Ruud, Casper",1,7,5,17,4,62,92,30,49,8,0.6739130434782609,0.6122448979591837,0.29411764705882354,145.0,85.0,156.5,96.5,63.0,27.0,264.0,119.57142857142857,83.0,2026-01-25
208,"Ruzic, Antonia",3,3,24,40,25,172,293,67,122,-7,0.5870307167235495,0.5491803278688525,0.6,210.5,278.5,62.0,146.5,199.0,97.0,46.0,148.5,148.0,2026-01-25
209,"Rybakina, Elena",5,42,23,36,14,165,225,82,136,77,0.7333333333333333,0.6029411764705882,0.6388888888888888,6.0,219.0,25.5,11.0,27.0,35.0,30.0,50.5,2.0,2026-01-25
210,"Sabalenka, Aryna",9,36,36,81,11,263,387,92,156,171,0.6795865633074936,0.5897435897435898,0.4444444444444444,13.0,188.5,3.0,2.0,53.0,46.5,156.5,66.07142857142857,4.0,2026-01-25
211,"Sakatsume, Himeno",3,13,14,32,8,149,238,36,71,30,0.6260504201680672,0.5070422535211268,0.4375,80.0,150.0,62.0,43.0,140.0,160.5,163.5,114.14285714285714,72.0,2026-01-25
212,Sakellaridis S / Papamichail D,0,5,1,6,2,26,23,8,16,-10,1.1304347826086956,0.5,0.16666666666666666,174.5,37.5,250.5,159.0,1.0,173.0,287.5,154.71428571428572,158.0,2026-01-25
213,Sakkari M / Tsitsipas S,1,10,7,17,3,58,86,15,22,15,0.6744186046511628,0.6818181818181818,0.4117647058823529,107.0,63.0,156.5,77.0,61.5,10.0,188.0,94.71428571428571,41.0,2026-01-25
214,"Sakkari, Maria",3,11,22,44,3,167,283,49,98,4,0.5901060070671378,0.5,0.5,99.5,63.0,62.0,108.5,196.0,173.0,105.0,115.28571428571429,75.0,2026-01-25
215,"Salkova, Dominika",1,2,7,10,7,56,84,13,28,0,0.6666666666666666,0.4642857142857143,0.7,233.5,138.0,156.5,121.0,76.0,225.5,19.0,138.5,122.0,2026-01-25
216,"Samson, Laura",0,6,2,2,5,28,56,4,12,-17,0.5,0.3333333333333333,1.0,158.5,102.5,250.5,202.0,275.5,286.5,3.0,182.64285714285714,217.0,2026-01-25
217,"Samsonova, Liudmila",2,17,22,45,25,150,245,52,95,-1,0.6122448979591837,0.5473684210526316,0.4888888888888889,60.5,278.5,97.0,126.5,166.0,100.5,122.0,135.85714285714286,118.0,2026-01-25
218,"Sanchez, Ana Sofia",0,0,1,4,2,22,46,3,11,-22,0.4782608695652174,0.2727272727272727,0.25,291.0,37.5,250.5,244.5,286.5,295.0,275.5,240.07142857142858,299.0,2026-01-25
219,"Sasnovich, Aliaksandra",7,20,39,90,23,251,397,70,135,79,0.6322418136020151,0.5185185185185185,0.43333333333333335,46.0,268.5,9.5,10.0,128.0,145.0,165.0,110.28571428571429,57.5,2026-01-25
220,"Sawangkaew, Mananchaya",0,1,1,3,4,22,34,2,9,-16,0.6470588235294118,0.2222222222222222,0.3333333333333333,260.5,85.0,250.5,195.5,105.0,299.0,241.0,205.21428571428572,270.0,2026-01-25
221,"Seidel, Ella",2,12,20,36,27,149,230,61,140,-35,0.6478260869565218,0.4357142857142857,0.5555555555555556,90.0,284.5,97.0,282.5,104.0,253.0,65.5,168.07142857142858,176.0,2026-01-25
222,"Selekhmeteva, Oksana",4,13,28,52,35,234,379,54,101,17,0.6174142480211082,0.5346534653465347,0.5384615384615384,80.0,294.5,38.5,66.5,154.0,118.0,73.5,117.85714285714286,79.5,2026-01-25
223,"Semenistaja, Darja",2,13,17,38,9,169,293,15,38,-20,0.5767918088737202,0.39473684210526316,0.4473684210526316,80.0,164.5,97.0,229.0,210.0,274.0,152.5,172.42857142857142,188.0,2026-01-25
224,"Sevastova, Anastasija",0,3,5,9,4,57,112,18,35,-34,0.5089285714285714,0.5142857142857142,0.5555555555555556,210.5,85.0,250.5,281.0,269.0,151.5,65.5,187.57142857142858,231.0,2026-01-25
225,"Sharma, Astra",0,7,4,8,12,53,79,27,50,-22,0.6708860759493671,0.54,0.5,145.0,199.5,250.5,244.5,70.0,110.0,105.0,160.64285714285714,165.0,2026-01-25
226,"Sherif Ahmed Abdelaziz, Maiar",0,0,3,5,1,24,42,5,16,-14,0.5714285714285714,0.3125,0.6,291.0,17.5,250.5,183.0,217.5,289.5,46.0,185.0,224.0,2026-01-25
227,"Shibahara, Ena",0,3,3,5,6,38,48,13,27,-3,0.7916666666666666,0.48148148148148145,0.6,210.5,121.5,250.5,133.5,7.0,201.0,46.0,138.57142857142858,123.0,2026-01-25
228,"Shimizu, Ayano",2,3,12,25,6,79,98,34,61,-9,0.8061224489795918,0.5573770491803278,0.48,210.5,121.5,97.0,154.0,5.0,81.5,129.0,114.07142857142857,71.0,2026-01-25
229,"Shnaider, Diana",6,22,35,66,37,297,452,108,193,39,0.6570796460176991,0.5595854922279793,0.5303030303030303,39.5,298.0,15.5,29.5,86.0,78.0,79.0,89.35714285714286,31.0,2026-01-25
230,"Shymanovich, Iryna",1,6,8,22,8,70,126,16,29,-25,0.5555555555555556,0.5517241379310345,0.36363636363636365,158.5,150.0,156.5,256.5,235.0,92.0,223.0,181.64285714285714,214.0,2026-01-25
231,"Sibai, Jizelle",0,1,2,7,3,22,42,5,12,-14,0.5238095238095238,0.4166666666666667,0.2857142857142857,260.5,63.0,250.5,183.0,258.5,259.5,266.0,220.14285714285714,287.0,2026-01-25
232,"Siegemund, Laura",1,8,12,28,11,109,192,29,53,-20,0.5677083333333334,0.5471698113207547,0.42857142857142855,131.0,188.5,156.5,229.0,222.0,102.0,173.0,171.71428571428572,187.0,2026-01-25
233,"Sierra, Solana",2,13,18,30,31,128,222,75,135,-52,0.5765765765765766,0.5555555555555556,0.6,80.0,289.0,97.0,297.5,211.0,85.0,46.0,157.92857142857142,162.0,2026-01-25
234,"Siniakova, Katerina",3,9,24,49,20,159,216,42,82,46,0.7361111111111112,0.5121951219512195,0.4897959183673469,117.5,254.5,62.0,24.0,26.0,154.0,121.0,108.42857142857143,55.0,2026-01-25
235,Skupski N / Nicholls O,2,3,3,6,4,58,63,26,43,15,0.9206349206349206,0.6046511627906976,0.5,210.5,85.0,97.0,77.0,2.0,32.0,105.0,86.92857142857143,28.0,2026-01-25
236,Smith J / Hunter S,1,3,3,13,2,46,71,15,25,0,0.647887323943662,0.6,0.23076923076923078,210.5,37.5,156.5,121.0,103.0,37.5,279.0,135.0,114.0,2026-01-25
237,"Smith, Tina Nadine",1,4,9,18,4,38,73,36,56,12,0.5205479452054794,0.6428571428571429,0.5,191.0,85.0,156.5,85.0,261.0,15.0,105.0,128.35714285714286,100.0,2026-01-25
238,"Snigur, Daria",2,0,18,34,6,96,175,12,25,29,0.5485714285714286,0.48,0.5294117647058824,291.0,121.5,97.0,44.5,241.0,203.0,80.5,154.07142857142858,156.0,2026-01-25
239,"Sonmez, Zeynep",6,17,41,82,18,231,367,98,171,54,0.6294277929155313,0.5730994152046783,0.5,60.5,247.0,15.5,17.0,135.0,64.0,105.0,92.0,36.0,2026-01-25
240,"Sramkova, Rebecca",3,35,30,62,20,151,251,57,111,16,0.601593625498008,0.5135135135135135,0.4838709677419355,15.0,254.5,62.0,71.0,182.0,153.0,127.0,123.5,91.5,2026-01-25
241,"Stakusic, Marina",3,8,20,33,10,97,146,42,73,53,0.6643835616438356,0.5753424657534246,0.6060606060606061,131.0,178.0,62.0,18.5,80.0,62.0,42.0,81.92857142857143,18.0,2026-01-25
242,"Starodubtseva, Yuliia",5,12,31,79,13,201,297,70,131,85,0.6767676767676768,0.5343511450381679,0.3924050632911392,90.0,209.0,25.5,9.0,55.0,119.0,204.0,101.64285714285714,50.0,2026-01-25
243,"Stearns, Peyton",3,37,18,42,23,172,248,66,127,-14,0.6935483870967742,0.5196850393700787,0.42857142857142855,11.0,268.5,62.0,183.0,48.0,144.0,173.0,127.07142857142857,98.0,2026-01-25
244,"Stefanini, Lucrezia",1,0,11,24,9,54,105,13,24,6,0.5142857142857142,0.5416666666666666,0.4583333333333333,291.0,164.5,156.5,100.5,266.0,109.0,145.0,176.07142857142858,196.0,2026-01-25
245,"Stephens, Sloane",3,8,22,48,11,172,276,49,97,23,0.6231884057971014,0.5051546391752577,0.4583333333333333,131.0,188.5,62.0,53.5,145.5,163.0,145.0,126.92857142857143,97.0,2026-01-25
246,"Stoiana, Mary",1,2,14,27,8,104,181,14,23,17,0.574585635359116,0.6086956521739131,0.5185185185185185,233.5,150.0,156.5,66.5,213.0,29.0,85.0,133.35714285714286,108.5,2026-01-25
247,"Subasic, Alana",0,1,4,15,9,39,74,22,47,-40,0.527027027027027,0.46808510638297873,0.26666666666666666,260.5,164.5,250.5,288.0,256.0,221.0,269.5,244.28571428571428,301.0,2026-01-25
248,"Sun, Lulu",0,2,4,4,7,24,41,13,32,-17,0.5853658536585366,0.40625,1.0,233.5,138.0,250.5,202.0,202.0,268.5,3.0,185.35714285714286,225.0,2026-01-25
249,"Svitolina, Elina",9,29,42,73,24,254,377,120,211,112,0.6737400530503979,0.5687203791469194,0.5753424657534246,22.0,274.0,3.0,6.5,64.0,70.0,52.0,70.21428571428571,6.0,2026-01-25
250,Svrcina D / Fruhvirtova L,1,7,3,4,4,45,54,12,24,12,0.8333333333333334,0.5,0.75,145.0,85.0,156.5,85.0,3.0,173.0,14.5,94.57142857142857,40.0,2026-01-25
251,Svrcina D / Skoch M,0,0,1,5,3,17,27,6,13,-11,0.6296296296296297,0.46153846153846156,0.2,291.0,63.0,250.5,164.5,134.0,231.5,283.5,202.57142857142858,259.0,2026-01-25
252,"Swan, Katie",0,9,1,4,3,63,98,27,51,-37,0.6428571428571429,0.5294117647058824,0.25,117.5,63.0,250.5,284.5,110.0,128.0,275.5,175.57142857142858,194.0,2026-01-25
253,"Swiatek, Iga",6,25,37,76,16,217,338,94,176,71,0.6420118343195266,0.5340909090909091,0.4868421052631579,33.0,236.5,15.5,13.0,113.0,120.0,126.0,93.85714285714286,38.0,2026-01-25
254,TE R / You X,0,1,0,6,1,19,26,4,15,-15,0.7307692307692307,0.26666666666666666,0.0,260.5,17.5,250.5,189.0,30.5,296.0,297.5,191.64285714285714,241.0,2026-01-25
255,"Tagger, Lilli",3,18,18,42,10,168,275,48,83,-22,0.610909090909091,0.5783132530120482,0.42857142857142855,55.0,178.0,62.0,244.5,171.0,59.0,173.0,134.64285714285714,112.0,2026-01-25
256,"Tan, Harmony",1,2,11,28,4,55,106,35,68,-18,0.5188679245283019,0.5147058823529411,0.39285714285714285,233.5,85.0,156.5,209.0,263.0,149.5,203.0,185.64285714285714,227.0,2026-01-25
257,"Tararudee, Lanlana",3,5,18,30,10,102,152,36,78,36,0.6710526315789473,0.46153846153846156,0.6,174.5,178.0,62.0,32.0,69.0,231.5,46.0,113.28571428571429,67.0,2026-01-25
258,"Tauson, Clara",2,30,17,27,10,149,236,51,89,4,0.6313559322033898,0.5730337078651685,0.6296296296296297,19.0,178.0,97.0,108.5,131.0,65.0,31.0,89.92857142857143,33.0,2026-01-25
