,player_name,total_wins,aces,breakpoints_won,total_breakpoints,double_faults,first_serve_points_won,first_serve_successful,second_serve_points_won,second_serve_successful,points_spread,FS Win %,SS Win %,BP Conv %,Ace Rank,DF Rank,Total Win Rank,Point Spread Rank,FS Win Rank,SS Win Rank,BP Rank,Mean Ranks,Mean Ranks Ranked,last_refreshed
138,"Norrie, Cameron",2,24,7,22,10,123,158,42,78,9,0.7784810126582279,0.5384615384615384,0.3181818181818182,27.5,201.0,36.0,78.5,50.0,113.5,148.5,93.57142857142857,79.0,2026-01-12
139,"O'Connell, Christopher",1,26,12,17,4,84,127,27,67,8,0.6614173228346457,0.40298507462686567,0.7058823529411765,21.5,125.5,93.0,83.0,152.0,210.0,16.0,100.14285714285714,91.0,2026-01-12
140,"Ofner, Sebastian",1,11,2,3,2,28,34,16,24,9,0.8235294117647058,0.6666666666666666,0.6666666666666666,83.0,67.0,93.0,78.5,14.5,23.5,23.5,54.714285714285715,6.5,2026-01-12
141,"Olivieri, Genaro Alberto",0,0,0,3,2,28,48,1,2,-20,0.5833333333333334,0.5,0.0,221.5,67.0,183.0,189.5,193.0,152.0,210.0,173.71428571428572,217.0,2026-01-12
142,"Onclin, Gauthier",0,1,2,5,6,36,61,19,25,-6,0.5901639344262295,0.76,0.4,209.0,163.0,183.0,124.0,191.0,9.0,111.0,141.42857142857142,167.0,2026-01-12
143,"Opelka, Reilly",2,87,3,10,10,158,194,29,36,18,0.8144329896907216,0.8055555555555556,0.3,2.0,201.0,36.0,43.0,20.0,5.0,158.0,66.42857142857143,20.0,2026-01-12
144,"Osaka, Naomi",1,7,6,19,4,47,73,25,39,13,0.6438356164383562,0.6410256410256411,0.3157894736842105,124.5,125.5,93.0,60.0,168.0,34.0,150.0,107.85714285714286,106.0,2026-01-12
145,"Paolini, Jasmine",1,6,8,22,4,50,81,25,48,5,0.6172839506172839,0.5208333333333334,0.36363636363636365,139.5,125.5,93.0,95.5,177.0,134.0,127.5,127.42857142857143,147.0,2026-01-12
146,"Passaro, Francesco",1,9,2,5,0,39,47,8,14,13,0.8297872340425532,0.5714285714285714,0.4,103.0,9.5,93.0,60.0,11.0,89.0,111.0,68.07142857142857,24.5,2026-01-12
147,Paul J / Bencic B,4,11,15,27,5,141,215,36,79,20,0.6558139534883721,0.45569620253164556,0.5555555555555556,83.0,147.0,8.0,35.5,156.0,189.0,42.0,94.35714285714286,80.0,2026-01-12
148,"Paul, Tommy",0,6,1,3,1,50,63,27,32,10,0.7936507936507936,0.84375,0.3333333333333333,139.5,32.0,183.0,75.0,32.5,4.0,140.0,86.57142857142857,68.0,2026-01-12
149,Pavlasek A / Krejcikova B,1,2,3,6,2,34,47,6,7,11,0.723404255319149,0.8571428571428571,0.5,195.0,67.0,93.0,70.0,91.0,3.0,66.5,83.64285714285714,59.0,2026-01-12
150,"Pavlovic, Luka",0,6,1,2,2,20,36,14,23,-19,0.5555555555555556,0.6086956521739131,0.5,139.5,67.0,183.0,184.0,210.5,54.0,66.5,129.21428571428572,150.0,2026-01-12
151,Pel D / Schuurs D,0,0,0,0,0,0,0,0,0,-2,,,,221.5,9.5,183.0,114.0,,,,132.0,156.0,2026-01-12
152,"Pellegrino, Andrea",0,8,4,8,4,32,56,14,29,-17,0.5714285714285714,0.4827586206896552,0.5,111.5,125.5,183.0,174.5,201.0,168.0,66.5,147.14285714285714,177.0,2026-01-12
153,"Pinnington Jones, Jack",0,5,2,6,6,31,57,2,2,-7,0.543859649122807,1.0,0.3333333333333333,152.0,163.0,183.0,128.0,216.0,1.5,140.0,140.5,164.0,2026-01-12
154,"Piros, Zsombor",0,7,3,12,4,69,114,22,44,-24,0.6052631578947368,0.5,0.25,124.5,125.5,183.0,206.5,186.0,152.0,178.0,165.07142857142858,205.0,2026-01-12
155,"Popyrin, Alexei",0,23,1,3,2,77,94,24,45,-22,0.8191489361702128,0.5333333333333333,0.3333333333333333,31.0,67.0,183.0,197.5,17.0,120.0,140.0,107.92857142857143,107.5,2026-01-12
156,"Prado Angelo, Juan Carlos",0,0,0,0,0,12,25,10,22,-23,0.48,0.45454545454545453,,221.5,9.5,183.0,202.5,225.0,190.5,,172.0,213.0,2026-01-12
157,"Prizmic, Dino",1,2,3,6,1,35,42,2,5,20,0.8333333333333334,0.4,0.5,195.0,32.0,93.0,35.5,9.0,212.0,66.5,91.85714285714286,76.0,2026-01-12
158,"Quinn, Ethan",1,20,4,15,2,69,94,23,35,3,0.7340425531914894,0.6571428571428571,0.26666666666666666,39.0,67.0,93.0,102.0,77.0,28.0,170.0,82.28571428571429,52.0,2026-01-12
159,"Raducanu, Emma",0,0,3,11,4,36,63,10,21,-16,0.5714285714285714,0.47619047619047616,0.2727272727272727,221.5,125.5,183.0,170.0,201.0,175.0,167.5,177.64285714285714,222.0,2026-01-12
160,"Reis Da Silva, Joao Lucas",0,2,0,2,1,26,45,9,18,-17,0.5777777777777777,0.5,0.0,195.0,32.0,183.0,174.5,198.0,152.0,210.0,163.5,203.0,2026-01-12
161,"Rinderknech, Arthur",1,30,7,17,8,100,128,60,99,11,0.78125,0.6060606060606061,0.4117647058823529,17.5,183.0,93.0,70.0,46.0,55.0,102.5,81.0,48.0,2026-01-12
162,"Rocha, Henrique",1,2,3,7,2,27,34,11,17,17,0.7941176470588235,0.6470588235294118,0.42857142857142855,195.0,67.0,93.0,47.0,31.0,31.0,96.5,80.07142857142857,45.0,2026-01-12
163,Roger-Vasselin E / Rakotomanga Rajaonah T S,0,11,5,11,6,62,99,20,44,-23,0.6262626262626263,0.45454545454545453,0.45454545454545453,83.0,163.0,183.0,202.5,175.0,190.5,89.0,155.14285714285714,188.0,2026-01-12
164,"Royer, Valentin",0,13,1,2,5,64,94,20,36,-24,0.6808510638297872,0.5555555555555556,0.5,68.5,147.0,183.0,206.5,131.0,102.5,66.5,129.28571428571428,151.0,2026-01-12
165,"Rublev, Andrey",2,24,8,23,3,124,162,36,68,30,0.7654320987654321,0.5294117647058824,0.34782608695652173,27.5,101.0,36.0,18.5,57.0,126.5,132.0,71.21428571428571,31.5,2026-01-12
166,"Ruud, Casper",1,7,5,17,4,62,92,30,49,8,0.6739130434782609,0.6122448979591837,0.29411764705882354,124.5,125.5,93.0,83.0,139.0,52.0,160.5,111.07142857142857,116.0,2026-01-12
167,"Sachko, Vitaliy",0,8,1,8,3,23,36,5,15,-16,0.6388888888888888,0.3333333333333333,0.125,111.5,101.0,183.0,170.0,170.0,222.5,198.0,165.14285714285714,206.0,2026-01-12
168,"Sakamoto, Rei",1,7,6,9,2,47,71,27,43,9,0.6619718309859155,0.627906976744186,0.6666666666666666,124.5,67.0,93.0,78.5,151.0,42.0,23.5,82.78571428571429,55.5,2026-01-12
169,Sakellaridis S / Papamichail D,0,5,1,6,2,26,23,8,16,-10,1.1304347826086956,0.5,0.16666666666666666,152.0,67.0,183.0,141.0,1.0,152.0,196.5,127.5,148.0,2026-01-12
170,Sakkari M / Tsitsipas S,1,10,7,17,3,58,86,15,22,15,0.6744186046511628,0.6818181818181818,0.4117647058823529,94.0,101.0,93.0,54.5,136.5,19.0,102.5,85.78571428571429,66.0,2026-01-12
171,"Sakkari, Maria",2,5,11,26,1,93,151,27,57,6,0.6158940397350994,0.47368421052631576,0.4230769230769231,152.0,32.0,36.0,91.5,178.0,177.0,98.0,109.21428571428571,110.0,2026-01-12
172,"Schoolkate, Tristan",0,9,0,0,5,20,26,7,19,-21,0.7692307692307693,0.3684210526315789,,103.0,147.0,183.0,192.5,54.0,218.5,,149.66666666666666,179.0,2026-01-12
173,"Sekulic, Philip",0,7,3,6,2,31,46,8,25,-8,0.6739130434782609,0.32,0.5,124.5,67.0,183.0,132.0,139.0,224.0,66.5,133.71428571428572,157.0,2026-01-12
174,"Shang, Juncheng",2,16,4,9,6,93,129,39,61,-8,0.7209302325581395,0.639344262295082,0.4444444444444444,58.0,163.0,36.0,132.0,93.0,36.0,93.5,87.35714285714286,70.0,2026-01-12
175,"Shapovalov, Denis",0,3,0,0,3,20,35,16,27,-19,0.5714285714285714,0.5925925925925926,,176.5,101.0,183.0,184.0,201.0,66.0,,151.91666666666666,181.0,2026-01-12
176,"Shepp, Anton",0,11,1,1,1,27,43,12,26,-15,0.627906976744186,0.46153846153846156,1.0,83.0,32.0,183.0,165.5,173.0,184.0,5.5,118.0,127.0,2026-01-12
177,"Shevchenko, Alexander",2,16,8,15,4,75,99,42,66,32,0.7575757575757576,0.6363636363636364,0.5333333333333333,58.0,125.5,36.0,16.0,62.0,38.5,47.0,54.714285714285715,6.5,2026-01-12
178,"Sierra, Solana",1,8,8,16,14,65,108,31,64,-27,0.6018518518518519,0.484375,0.5,111.5,217.5,93.0,213.5,188.0,165.0,66.5,150.71428571428572,180.0,2026-01-12
179,Skupski N / Nicholls O,2,3,3,6,4,58,63,26,43,15,0.9206349206349206,0.6046511627906976,0.5,176.5,125.5,36.0,54.5,2.0,56.0,66.5,73.85714285714286,35.5,2026-01-12
180,Smith J / Hunter S,1,3,3,13,2,46,71,15,25,0,0.647887323943662,0.6,0.23076923076923078,176.5,67.0,93.0,109.0,162.0,59.5,185.5,121.78571428571429,136.0,2026-01-12
181,"Smith, Colton",1,0,3,4,2,25,37,22,29,19,0.6756756756756757,0.7586206896551724,0.75,221.5,67.0,93.0,38.5,135.0,10.0,14.5,82.78571428571429,55.5,2026-01-12
182,"Sonego, Lorenzo",1,9,3,11,2,54,72,22,33,5,0.75,0.6666666666666666,0.2727272727272727,103.0,67.0,93.0,95.5,69.5,23.5,167.5,88.42857142857143,73.0,2026-01-12
183,"Spizzirri, Eliot",3,18,11,27,3,113,141,33,61,46,0.8014184397163121,0.5409836065573771,0.4074074074074074,45.0,101.0,18.0,4.5,25.0,111.0,106.0,58.642857142857146,11.0,2026-01-12
184,"Struff, Jan-Lennard",3,39,14,39,9,164,220,66,113,41,0.7454545454545455,0.584070796460177,0.358974358974359,13.5,193.0,18.0,7.0,74.0,76.0,129.0,72.92857142857143,33.0,2026-01-12
185,Svrcina D / Fruhvirtova L,1,7,3,4,4,45,54,12,24,12,0.8333333333333334,0.5,0.75,124.5,125.5,93.0,64.5,9.0,152.0,14.5,83.28571428571429,57.5,2026-01-12
186,Svrcina D / Skoch M,0,0,1,5,3,17,27,6,13,-11,0.6296296296296297,0.46153846153846156,0.2,221.5,101.0,183.0,147.0,171.0,184.0,190.5,171.14285714285714,212.0,2026-01-12
187,"Svrcina, Dalibor",0,3,1,2,2,15,27,8,17,-19,0.5555555555555556,0.47058823529411764,0.5,176.5,67.0,183.0,184.0,210.5,178.0,66.5,152.21428571428572,182.0,2026-01-12
188,"Swan, Katie",0,4,1,3,2,29,50,15,31,-22,0.58,0.4838709677419355,0.3333333333333333,161.5,67.0,183.0,197.5,196.0,166.5,140.0,158.78571428571428,196.5,2026-01-12
189,"Sweeny, Dane",3,15,17,31,13,139,209,64,116,29,0.6650717703349283,0.5517241379310345,0.5483870967741935,61.5,215.0,18.0,21.0,149.0,104.5,46.0,87.85714285714286,71.0,2026-01-12
190,"Swiatek, Iga",3,17,22,47,8,132,216,59,109,27,0.6111111111111112,0.5412844036697247,0.46808510638297873,52.5,183.0,18.0,25.0,182.0,109.0,83.0,93.21428571428571,77.5,2026-01-12
191,TE R / You X,0,1,0,6,1,19,26,4,15,-15,0.7307692307692307,0.26666666666666666,0.0,209.0,32.0,183.0,165.5,83.5,225.0,210.0,158.28571428571428,193.0,2026-01-12
192,"Taberner, Carlos",0,1,0,0,4,22,32,6,15,-20,0.6875,0.4,,209.0,125.5,183.0,189.5,123.0,212.0,,173.66666666666666,216.0,2026-01-12
193,"Tabilo, Alejandro",2,17,9,23,5,120,164,37,79,4,0.7317073170731707,0.46835443037974683,0.391304347826087,52.5,147.0,36.0,99.5,81.5,179.0,116.0,101.64285714285714,96.0,2026-01-12
194,"Tabur, Clement",0,2,5,13,4,37,55,13,33,-7,0.6727272727272727,0.3939393939393939,0.38461538461538464,195.0,125.5,183.0,128.0,142.0,214.0,118.5,158.0,192.0,2026-01-12
195,"Thompson, Kai",0,2,1,4,4,19,34,7,14,-24,0.5588235294117647,0.5,0.25,195.0,125.5,183.0,206.5,208.0,152.0,178.0,178.28571428571428,223.0,2026-01-12
196,"Tiafoe, Frances",1,5,4,6,0,43,54,15,27,11,0.7962962962962963,0.5555555555555556,0.6666666666666666,152.0,9.5,93.0,70.0,29.0,102.5,23.5,68.5,27.0,2026-01-12
197,"Tien, Learner",1,9,2,8,10,52,73,29,38,0,0.7123287671232876,0.7631578947368421,0.25,103.0,201.0,93.0,109.0,101.0,8.0,178.0,113.28571428571429,121.0,2026-01-12
198,"Tirante, Thiago Agustin",1,12,5,11,4,47,67,26,49,-2,0.7014925373134329,0.5306122448979592,0.45454545454545453,74.0,125.5,93.0,114.0,111.0,125.0,89.0,104.5,102.0,2026-01-12
199,"Tomic, Bernard",1,6,3,8,0,32,40,7,14,18,0.8,0.5,0.375,139.5,9.5,93.0,43.0,27.0,152.0,123.5,83.92857142857143,60.0,2026-01-12
200,"Trungelliti, Marco",1,5,5,9,4,31,46,11,21,8,0.6739130434782609,0.5238095238095238,0.5555555555555556,152.0,125.5,93.0,83.0,139.0,130.5,42.0,109.28571428571429,111.5,2026-01-12
201,"Tsitsipas, Stefanos",3,18,7,17,6,109,140,40,62,25,0.7785714285714286,0.6451612903225806,0.4117647058823529,45.0,163.0,18.0,29.0,49.0,32.0,102.5,62.642857142857146,17.0,2026-01-12
202,Uchiyama Y / Hibino N,0,6,1,4,2,60,90,13,23,-28,0.6666666666666666,0.5652173913043478,0.25,139.5,67.0,183.0,215.5,147.0,95.0,178.0,146.42857142857142,173.5,2026-01-12
203,"Ugo Carabelli, Camilo",0,2,1,1,2,30,40,12,25,-13,0.75,0.48,1.0,195.0,67.0,183.0,158.5,69.5,169.5,5.5,121.14285714285714,133.5,2026-01-12
204,"Vacherot, Valentin",1,21,4,8,5,74,111,22,38,-12,0.6666666666666666,0.5789473684210527,0.5,37.0,147.0,93.0,151.5,147.0,80.5,66.5,103.21428571428571,101.0,2026-01-12
205,"Van Assche, Luca",1,7,10,21,11,62,90,28,49,6,0.6888888888888889,0.5714285714285714,0.47619047619047616,124.5,208.0,93.0,91.5,121.0,89.0,82.0,115.57142857142857,125.0,2026-01-12
206,"Van de Zandschulp, Botic",1,12,4,10,11,52,75,23,44,-12,0.6933333333333334,0.5227272727272727,0.4,74.0,208.0,93.0,151.5,118.0,132.0,111.0,126.78571428571429,146.0,2026-01-12
207,Vavassori A / Errani S,1,11,8,21,2,69,114,17,30,13,0.6052631578947368,0.5666666666666667,0.38095238095238093,83.0,67.0,93.0,60.0,186.0,93.0,120.0,100.28571428571429,93.0,2026-01-12
208,"Vavassori, Andrea",2,8,4,8,2,52,71,37,50,25,0.7323943661971831,0.74,0.5,111.5,67.0,36.0,29.0,80.0,11.0,66.5,57.285714285714285,9.0,2026-01-12
209,"Vukic, Aleksandar",2,16,10,15,6,91,133,53,86,-5,0.6842105263157895,0.6162790697674418,0.6666666666666666,58.0,163.0,36.0,120.5,127.0,48.0,23.5,82.28571428571429,52.0,2026-01-12
210,"Walton, Adam",1,23,4,13,6,104,156,38,67,-22,0.6666666666666666,0.5671641791044776,0.3076923076923077,31.0,163.0,93.0,197.5,147.0,92.0,154.0,125.35714285714286,141.0,2026-01-12
211,"Watt, James",0,4,0,3,3,33,51,7,14,-10,0.6470588235294118,0.5,0.0,161.5,101.0,183.0,141.0,163.5,152.0,210.0,158.85714285714286,198.0,2026-01-12
212,"Wawrinka, Stan",1,43,2,23,9,209,273,113,190,-29,0.7655677655677655,0.5947368421052631,0.08695652173913043,11.0,193.0,93.0,217.0,56.0,64.0,200.0,119.14285714285714,130.0,2026-01-12
213,"Winter, Edward",0,0,1,2,2,28,51,9,20,-22,0.5490196078431373,0.45,0.5,221.5,67.0,183.0,197.5,214.0,193.5,66.5,163.28571428571428,201.0,2026-01-12
214,"Wong, Coleman",2,20,10,23,7,100,144,43,85,0,0.6944444444444444,0.5058823529411764,0.43478260869565216,39.0,174.0,36.0,109.0,117.0,141.0,95.0,101.57142857142857,95.0,2026-01-12
215,"Wu, Yibing",1,7,5,10,1,60,84,20,50,-7,0.7142857142857143,0.4,0.5,124.5,32.0,93.0,128.0,99.5,212.0,66.5,107.92857142857143,107.5,2026-01-12
216,"Ymer, Elias",0,3,1,3,0,38,52,15,30,-6,0.7307692307692307,0.5,0.3333333333333333,176.5,9.5,183.0,124.0,83.5,152.0,140.0,124.07142857142857,140.0,2026-01-12
217,"Zeppieri, Giulio",1,7,3,5,4,30,34,8,14,17,0.8823529411764706,0.5714285714285714,0.6,124.5,125.5,93.0,47.0,4.0,89.0,34.0,73.85714285714286,35.5,2026-01-12
218,Zhang Z / Zhu L,1,3,4,6,0,29,58,11,19,-13,0.5,0.5789473684210527,0.6666666666666666,176.5,9.5,93.0,158.5,223.5,80.5,23.5,109.28571428571429,111.5,2026-01-12
219,"Zhang, Zhizhen",1,14,1,11,2,82,105,33,56,-10,0.780952380952381,0.5892857142857143,0.09090909090909091,64.5,67.0,93.0,141.0,47.0,69.0,199.0,97.21428571428571,86.0,2026-01-12
220,"Zhou, Yi",1,14,5,9,1,67,92,23,37,18,0.7282608695652174,0.6216216216216216,0.5555555555555556,64.5,32.0,93.0,43.0,87.0,45.0,42.0,58.07142857142857,10.0,2026-01-12
221,"Zhu, Lin",0,0,5,11,2,39,78,10,29,-40,0.5,0.3448275862068966,0.45454545454545453,221.5,67.0,183.0,222.0,223.5,221.0,89.0,175.28571428571428,220.0,2026-01-12
222,Zielinski J / Kawa K,5,17,17,32,9,105,159,49,86,33,0.660377358490566,0.5697674418604651,0.53125,52.5,193.0,2.5,14.5,153.0,91.0,48.0,79.21428571428571,44.0,2026-01-12
223,Zverev A / Siegemund L,1,14,8,13,1,56,86,13,25,12,0.6511627906976745,0.52,0.6153846153846154,64.5,32.0,93.0,64.5,159.0,135.0,29.5,82.5,54.0,2026-01-12
224,"Zverev, Alexander",1,22,4,5,0,57,76,12,18,18,0.75,0.6666666666666666,0.8,34.5,9.5,93.0,43.0,69.5,23.5,12.5,40.785714285714285,1.0,2026-01-12
225,de Minaur A / Hunter S,1,0,4,6,3,29,41,3,6,11,0.7073170731707317,0.5,0.6666666666666666,221.5,101.0,93.0,70.0,107.0,152.0,23.5,109.71428571428571,113.0,2026-01-12
226,"de Minaur, Alex",2,12,6,15,9,96,131,53,92,5,0.732824427480916,0.5760869565217391,0.4,74.0,193.0,36.0,95.5,79.0,84.0,111.0,96.07142857142857,82.0,2026-01-12
