,player_name,total_wins,aces,breakpoints_won,total_breakpoints,double_faults,first_serve_points_won,first_serve_successful,second_serve_points_won,second_serve_successful,points_spread,FS Win %,SS Win %,BP Conv %,Ace Rank,DF Rank,Total Win Rank,Point Spread Rank,FS Win Rank,SS Win Rank,BP Rank,Mean Ranks,Mean Ranks Ranked,Month,last_refreshed
196,"Baptiste, Hailey",4,37.0,24.0,58.0,27.0,246.0,382.0,86.0,159.0,6.0,0.643979057591623,0.5408805031446541,0.4137931034482758,118.0,3513.0,484.5,1209.0,1269.0,1409.0,2303.5,1472.2857142857142,958.0,February 2026,2026-07-02
216,"Barthel, Mona",1,7.0,4.0,16.0,17.0,66.0,94.0,33.0,50.0,4.0,0.7021276595744681,0.66,0.25,1559.5,2954.0,1982.0,1291.0,356.5,168.0,3409.0,1674.2857142857142,1421.0,February 2026,2026-07-02
224,"Bartunkova, Nikola",5,25.0,25.0,43.0,20.0,170.0,259.0,62.0,105.0,45.0,0.6563706563706564,0.5904761904761905,0.5813953488372093,313.5,3168.0,287.0,320.0,1023.5,622.5,593.5,904.0,76.0,February 2026,2026-07-02
255,"Bejlek, Sara",7,7.0,36.0,66.0,16.0,179.0,278.0,81.0,123.0,143.0,0.6438848920863309,0.6585365853658537,0.5454545454545454,1559.5,2860.5,76.5,15.5,1271.0,172.5,813.0,966.9285714285714,131.0,February 2026,2026-07-02
278,"Bencic, Belinda",2,2.0,8.0,17.0,7.0,68.0,104.0,24.0,48.0,0.0,0.6538461538461539,0.5,0.4705882352941176,2709.0,1614.0,1270.5,1490.5,1071.0,2212.5,1621.5,1712.7142857142858,1507.0,February 2026,2026-07-02
296,"Bertea, Elena Ruxandra",0,0.0,1.0,7.0,3.0,25.0,43.0,17.0,30.0,-10.0,0.5813953488372093,0.5666666666666667,0.1428571428571428,3568.5,661.0,3127.0,2134.5,2492.5,961.5,3593.5,2362.6428571428573,2922.0,February 2026,2026-07-02
303,"Birrell, Kimberly",7,17.0,39.0,80.0,66.0,330.0,559.0,68.0,126.0,24.0,0.590339892665474,0.5396825396825397,0.4875,633.0,3840.5,76.5,657.5,2352.0,1432.5,1457.0,1492.7142857142858,1011.0,February 2026,2026-07-02
325,"Blinkova, Anna",0,2.0,1.0,10.0,4.0,63.0,102.0,10.0,21.0,-27.0,0.6176470588235294,0.4761904761904761,0.1,2709.0,923.0,3127.0,3350.0,1816.0,2623.0,3622.0,2595.714285714286,3345.0,February 2026,2026-07-02
340,"Bogdan, Ana",0,2.0,1.0,2.0,0.0,17.0,27.0,3.0,15.0,-21.0,0.6296296296296297,0.2,0.5,2709.0,56.5,3127.0,3025.5,1562.0,3752.0,1254.0,2212.285714285714,2600.5,February 2026,2026-07-02
359,"Bolsova, Aliona",0,2.0,2.0,3.0,4.0,24.0,51.0,10.0,19.0,-20.0,0.4705882352941176,0.5263157894736842,0.6666666666666666,2709.0,923.0,3127.0,2953.0,3560.5,1686.5,276.5,2176.5,2509.0,February 2026,2026-07-02
372,"Bondar, Anna",1,26.0,5.0,13.0,4.0,132.0,193.0,41.0,90.0,-35.0,0.6839378238341969,0.4555555555555555,0.3846153846153846,286.0,923.0,1982.0,3602.5,576.0,2894.0,2652.0,1845.071428571429,1789.0,February 2026,2026-07-02
395,"Boulter, Katie",7,14.0,42.0,78.0,29.0,202.0,304.0,76.0,126.0,110.0,0.6644736842105263,0.6031746031746031,0.5384615384615384,812.5,3572.0,76.5,43.5,880.0,474.0,873.5,961.7142857142856,124.0,February 2026,2026-07-02
411,"Bouzas Maneiro, Jessica",1,6.0,7.0,19.0,15.0,72.0,119.0,25.0,60.0,-51.0,0.6050420168067226,0.4166666666666667,0.3684210526315789,1727.0,2755.0,1982.0,3780.5,2067.5,3265.5,2790.0,2623.928571428572,3392.0,February 2026,2026-07-02
427,"Bouzkova, Marie",1,5.0,13.0,29.0,17.0,125.0,227.0,16.0,39.0,-36.0,0.5506607929515418,0.4102564102564102,0.4482758620689655,1917.5,2954.0,1982.0,3622.5,2940.0,3304.5,1858.0,2654.0714285714284,3434.0,February 2026,2026-07-02
442,"Brace, Cadence",2,2.0,13.0,24.0,11.0,58.0,99.0,19.0,42.0,1.0,0.5858585858585859,0.4523809523809524,0.5416666666666666,2709.0,2249.5,1270.5,1430.5,2421.0,2949.0,850.0,1982.7857142857144,2095.0,February 2026,2026-07-02
448,"Brady, Jennifer",0,2.0,4.0,5.0,4.0,40.0,64.0,12.0,22.0,-8.0,0.625,0.5454545454545454,0.8,2709.0,923.0,3127.0,1985.0,1671.0,1330.0,117.5,1694.642857142857,1476.5,February 2026,2026-07-02
468,"Brengle, Madison",1,0.0,10.0,12.0,1.0,63.0,105.0,12.0,25.0,-1.0,0.6,0.48,0.8333333333333334,3568.5,198.5,1982.0,1563.0,2173.0,2555.5,102.5,1734.7142857142858,1552.5,February 2026,2026-07-02
478,"Bronzetti, Lucia",0,8.0,5.0,20.0,3.0,30.0,49.0,27.0,43.0,2.0,0.6122448979591837,0.627906976744186,0.25,1414.0,661.0,3127.0,1386.0,1931.5,300.5,3409.0,1747.0,1575.0,February 2026,2026-07-02
494,"Bucsa, Cristina",3,3.0,30.0,59.0,18.0,177.0,301.0,39.0,82.0,25.0,0.5880398671096345,0.4756097560975609,0.5084745762711864,2388.5,3031.5,797.0,629.5,2388.0,2635.0,1088.5,1851.142857142857,1804.0,February 2026,2026-07-02
507,"Bulgaru, Miriam Bianca",0,0.0,3.0,11.0,3.0,17.0,41.0,14.0,21.0,-13.0,0.4146341463414634,0.6666666666666666,0.2727272727272727,3568.5,661.0,3127.0,2380.5,3695.5,146.0,3336.0,2416.3571428571427,3025.0,February 2026,2026-07-02
542,"Capurro Taborda, Martina",0,1.0,2.0,6.0,4.0,22.0,43.0,8.0,21.0,-20.0,0.5116279069767442,0.3809523809523809,0.3333333333333333,3086.0,923.0,3127.0,2953.0,3339.0,3461.0,3064.0,2850.428571428572,3686.0,February 2026,2026-07-02
547,"Carle, Maria",1,2.0,7.0,13.0,11.0,38.0,66.0,20.0,40.0,-8.0,0.5757575757575758,0.5,0.5384615384615384,2709.0,2249.5,1982.0,1985.0,2588.0,2212.5,873.5,2085.6428571428573,2317.0,February 2026,2026-07-02
559,"Cengiz, Berfu",0,0.0,2.0,4.0,4.0,20.0,35.0,0.0,0.0,-20.0,0.5714285714285714,,0.5,3568.5,923.0,3127.0,2953.0,2651.5,,1254.0,2412.833333333333,3017.0,February 2026,2026-07-02
593,"Chirico, Louisa",1,6.0,6.0,16.0,9.0,35.0,51.0,18.0,23.0,-5.0,0.6862745098039216,0.782608695652174,0.375,1727.0,1960.5,1982.0,1800.5,543.0,32.5,2738.5,1540.571428571429,1108.0,February 2026,2026-07-02
605,"Chwalinska, Maja",3,8.0,15.0,27.0,9.0,99.0,164.0,39.0,60.0,24.0,0.6036585365853658,0.65,0.5555555555555556,1414.0,1960.5,797.0,657.5,2102.0,196.5,742.0,1124.2142857142858,331.0,February 2026,2026-07-02
618,"Cirstea, Sorana",7,43.0,34.0,75.0,12.0,206.0,300.0,87.0,156.0,139.0,0.6866666666666666,0.5576923076923077,0.4533333333333333,70.0,2381.0,76.5,19.0,538.0,1122.5,1820.0,861.0,56.0,February 2026,2026-07-02
636,"Cocciaretto, Elisabetta",6,8.0,29.0,70.0,23.0,241.0,386.0,53.0,98.0,20.0,0.6243523316062176,0.5408163265306123,0.4142857142857143,1414.0,3336.0,156.0,752.5,1687.0,1411.0,2296.5,1579.0,1188.0,February 2026,2026-07-02
673,"Cristian, Jaqueline",3,11.0,20.0,44.0,24.0,109.0,182.0,51.0,97.0,-13.0,0.5989010989010989,0.5257731958762887,0.4545454545454545,1063.5,3388.0,797.0,2380.5,2198.0,1697.0,1795.5,1902.7857142857144,1926.0,February 2026,2026-07-02
686,"Cross, Kayla",0,1.0,3.0,6.0,11.0,18.0,32.0,4.0,11.0,-20.0,0.5625,0.3636363636363636,0.5,3086.0,2249.5,3127.0,2953.0,2800.5,3524.0,1254.0,2713.428571428572,3523.0,February 2026,2026-07-02
702,"Danilovic, Olga",1,5.0,10.0,17.0,6.0,55.0,94.0,14.0,29.0,4.0,0.5851063829787234,0.4827586206896552,0.5882352941176471,1917.5,1405.5,1982.0,1291.0,2437.0,2511.0,562.5,1729.5,1538.0,February 2026,2026-07-02
729,"Day, Kayla",0,3.0,4.0,9.0,2.0,12.0,24.0,2.0,7.0,-9.0,0.5,0.2857142857142857,0.4444444444444444,2388.5,408.0,3127.0,2054.0,3415.0,3693.0,1920.5,2429.428571428572,3053.0,February 2026,2026-07-02
747,"Dodin, Oceane",0,1.0,0.0,2.0,5.0,18.0,25.0,7.0,15.0,-20.0,0.72,0.4666666666666667,0.0,3086.0,1176.5,3127.0,2953.0,223.5,2748.0,3691.0,2429.285714285714,3052.0,February 2026,2026-07-02
753,"Dolehide, Caroline",3,6.0,16.0,34.0,19.0,127.0,215.0,36.0,49.0,31.0,0.5906976744186047,0.7346938775510204,0.4705882352941176,1727.0,3103.0,797.0,525.0,2345.0,49.0,1621.5,1452.5,917.0,February 2026,2026-07-02
772,"Eala, Alexandra",5,5.0,26.0,68.0,18.0,198.0,342.0,79.0,146.0,-18.0,0.5789473684210527,0.541095890410959,0.3823529411764705,1917.5,3031.5,287.0,2791.5,2534.0,1408.0,2679.5,2092.714285714286,2325.0,February 2026,2026-07-02
804,"Erjavec, Veronika",1,5.0,7.0,16.0,3.0,70.0,109.0,37.0,68.0,-18.0,0.6422018348623854,0.5441176470588235,0.4375,1917.5,661.0,1982.0,2791.5,1303.5,1350.5,2013.5,1717.071428571429,1516.0,February 2026,2026-07-02
825,"Feistel, Gina",0,0.0,0.0,2.0,1.0,24.0,40.0,7.0,11.0,-17.0,0.6,0.6363636363636364,0.0,3568.5,198.5,3127.0,2707.0,2173.0,261.0,3691.0,2246.5714285714284,2669.0,February 2026,2026-07-02
828,"Fernandez, Leylah",2,19.0,12.0,27.0,21.0,146.0,210.0,73.0,117.0,-5.0,0.6952380952380952,0.6239316239316239,0.4444444444444444,541.5,3224.5,1270.5,1800.5,430.0,326.0,1920.5,1359.071428571429,742.5,February 2026,2026-07-02
846,"Ferro, Fiona",2,3.0,16.0,27.0,5.0,87.0,150.0,15.0,26.0,33.0,0.58,0.5769230769230769,0.5925925925925926,2388.5,1176.5,1270.5,485.0,2512.5,788.5,547.0,1309.7857142857142,637.0,February 2026,2026-07-02
870,"Frech, Magdalena",6,29.0,43.0,80.0,21.0,314.0,480.0,100.0,218.0,33.0,0.6541666666666667,0.4587155963302752,0.5375,228.0,3224.5,156.0,485.0,1063.5,2852.5,887.0,1270.928571428571,566.0,February 2026,2026-07-02
894,"Fruhvirtova, Brenda",0,0.0,2.0,4.0,2.0,11.0,30.0,2.0,10.0,-22.0,0.3666666666666666,0.2,0.5,3568.5,408.0,3127.0,3090.5,3754.0,3752.0,1254.0,2707.714285714286,3511.0,February 2026,2026-07-02
900,"Fruhvirtova, Linda",3,11.0,19.0,35.0,17.0,169.0,259.0,60.0,124.0,10.0,0.6525096525096525,0.4838709677419355,0.5428571428571428,1063.5,2954.0,797.0,1058.0,1097.0,2488.0,839.5,1471.0,953.0,February 2026,2026-07-02
925,"Galfi, Dalma",1,12.0,9.0,20.0,10.0,118.0,176.0,22.0,55.0,-19.0,0.6704545454545454,0.4,0.45,978.5,2113.0,1982.0,2870.5,780.0,3362.0,1845.5,1990.2142857142856,2104.5,February 2026,2026-07-02
952,"Garland, Joanna",1,0.0,6.0,15.0,3.0,29.0,50.0,16.0,28.0,-17.0,0.58,0.5714285714285714,0.4,3568.5,661.0,1982.0,2707.0,2512.5,881.0,2481.5,2113.3571428571427,2364.0,February 2026,2026-07-02
971,"Gauff, Coco",3,10.0,24.0,41.0,51.0,159.0,235.0,54.0,97.0,10.0,0.676595744680851,0.5567010309278351,0.5853658536585366,1158.0,3819.5,797.0,1058.0,679.0,1135.0,576.0,1317.5,651.0,February 2026,2026-07-02
1019,"Golubic, Viktorija",1,3.0,8.0,22.0,4.0,45.0,89.0,12.0,20.0,1.0,0.5056179775280899,0.6,0.3636363636363636,2388.5,923.0,1982.0,1430.5,3371.0,515.0,2824.5,1919.2142857142856,1955.0,February 2026,2026-07-02
1033,"Gomez Pezuela Cano, Marian",0,0.0,3.0,5.0,2.0,7.0,21.0,4.0,32.0,-6.0,0.3333333333333333,0.125,0.6,3568.5,408.0,3127.0,1860.5,3775.0,3776.5,497.0,2430.3571428571427,3055.0,February 2026,2026-07-02
1037,"Gorgodze, Ekaterine",0,0.0,6.0,11.0,3.0,32.0,67.0,13.0,25.0,-12.0,0.4776119402985074,0.52,0.5454545454545454,3568.5,661.0,3127.0,2294.5,3536.0,1831.5,813.0,2261.6428571428573,2709.0,February 2026,2026-07-02
1045,"Grabher, Julia",0,7.0,5.0,12.0,13.0,68.0,106.0,32.0,69.0,-46.0,0.6415094339622641,0.463768115942029,0.4166666666666667,1559.5,2509.5,3127.0,3746.0,1315.0,2790.0,2265.5,2473.214285714286,3136.5,February 2026,2026-07-02
1057,"Gracheva, Varvara",7,22.0,27.0,60.0,28.0,289.0,445.0,90.0,166.0,27.0,0.6494382022471911,0.5421686746987951,0.45,402.0,3545.0,76.5,588.5,1148.0,1385.5,1845.5,1284.428571428571,590.5,February 2026,2026-07-02
1094,"Haddad Maia, Beatriz",1,6.0,15.0,23.0,24.0,111.0,194.0,33.0,67.0,-19.0,0.5721649484536082,0.4925373134328358,0.6521739130434783,1727.0,3388.0,1982.0,2870.5,2628.0,2369.0,327.5,2184.5714285714284,2527.5,February 2026,2026-07-02
1117,"Havlickova, Lucie",0,6.0,2.0,7.0,4.0,28.0,43.0,19.0,33.0,-17.0,0.6511627906976745,0.5757575757575758,0.2857142857142857,1727.0,923.0,3127.0,2707.0,1124.5,810.5,3294.5,1959.071428571429,2038.0,February 2026,2026-07-02
1129,"Herea, Carmen Andreea",0,0.0,0.0,0.0,7.0,16.0,22.0,13.0,33.0,-23.0,0.7272727272727273,0.3939393939393939,,3568.5,1614.0,3127.0,3153.5,182.5,3398.0,,2507.25,3203.0,February 2026,2026-07-02
1140,"Hibino, Nao",1,3.0,5.0,13.0,0.0,42.0,72.0,10.0,25.0,-11.0,0.5833333333333334,0.4,0.3846153846153846,2388.5,56.5,1982.0,2215.0,2464.5,3362.0,2652.0,2160.0714285714284,2471.0,February 2026,2026-07-02
1159,"Hon, Priscilla",2,12.0,24.0,45.0,21.0,156.0,285.0,45.0,98.0,-35.0,0.5473684210526316,0.4591836734693877,0.5333333333333333,978.5,3224.5,1270.5,3602.5,2987.5,2847.0,914.0,2260.6428571428573,2703.0,February 2026,2026-07-02
1194,"Hunter, Storm",1,9.0,6.0,11.0,6.0,80.0,132.0,24.0,53.0,-34.0,0.6060606060606061,0.4528301886792453,0.5454545454545454,1277.0,1405.5,1982.0,3581.5,2054.0,2945.0,813.0,2008.2857142857144,2144.0,February 2026,2026-07-02
1258,"Jacquemot, Elsa",0,7.0,4.0,10.0,15.0,71.0,118.0,11.0,29.0,-36.0,0.6016949152542372,0.3793103448275862,0.4,1559.5,2755.0,3127.0,3622.5,2137.0,3466.5,2481.5,2735.5714285714284,3555.0,February 2026,2026-07-02
1309,"Jimenez Kasintseva, Victoria",4,3.0,28.0,63.0,27.0,159.0,314.0,38.0,65.0,-6.0,0.5063694267515924,0.5846153846153846,0.4444444444444444,2388.5,3513.0,484.5,1860.5,3367.0,686.0,1920.5,2031.4285714285716,2192.0,February 2026,2026-07-02
1324,"Joint, Maya",0,2.0,6.0,15.0,5.0,79.0,130.0,31.0,67.0,-25.0,0.6076923076923076,0.4626865671641791,0.4,2709.0,1176.5,3127.0,3262.5,2019.0,2801.5,2481.5,2511.0,3212.0,February 2026,2026-07-02
1338,"Jokic, Katarina",0,0.0,6.0,12.0,8.0,17.0,57.0,0.0,0.0,-17.0,0.2982456140350877,,0.5,3568.5,1796.0,3127.0,2707.0,3787.0,,1254.0,2706.583333333333,3510.0,February 2026,2026-07-02
1350,"Jones, Francesca",0,0.0,5.0,9.0,1.0,40.0,84.0,0.0,0.0,-14.0,0.4761904761904761,,0.5555555555555556,3568.5,198.5,3127.0,2457.0,3540.5,,742.0,2272.25,2732.0,February 2026,2026-07-02
1369,"Jovic, Iva",3,17.0,14.0,33.0,10.0,190.0,297.0,25.0,44.0,10.0,0.6397306397306397,0.5681818181818182,0.4242424242424242,633.0,2113.0,797.0,1058.0,1340.5,938.0,2190.0,1295.642857142857,609.0,February 2026,2026-07-02
1384,"Juvan, Kaja",2,5.0,11.0,31.0,17.0,96.0,176.0,38.0,65.0,-22.0,0.5454545454545454,0.5846153846153846,0.3548387096774194,1917.5,2954.0,1270.5,3090.5,3005.5,686.0,2890.5,2259.214285714286,2695.0,February 2026,2026-07-02
1419,"Kalinskaya, Anna",4,8.0,24.0,50.0,14.0,158.0,254.0,70.0,120.0,6.0,0.6220472440944882,0.5833333333333334,0.48,1414.0,2637.5,484.5,1209.0,1726.5,704.5,1518.5,1384.928571428571,794.0,February 2026,2026-07-02
1434,"Karatancheva, Lia",1,2.0,10.0,20.0,6.0,65.0,105.0,25.0,47.0,12.0,0.6190476190476191,0.5319148936170213,0.5,2709.0,1405.5,1982.0,989.0,1780.0,1590.0,1254.0,1672.7857142857142,1416.0,February 2026,2026-07-02
1440,"Kartal, Sonay",6,22.0,33.0,68.0,3.0,241.0,372.0,87.0,167.0,57.0,0.6478494623655914,0.5209580838323353,0.4852941176470588,402.0,661.0,156.0,200.5,1188.0,1801.0,1473.5,840.2857142857143,46.0,February 2026,2026-07-02
1454,"Kasatkina, Daria",3,6.0,29.0,52.0,31.0,186.0,317.0,48.0,91.0,36.0,0.5867507886435331,0.5274725274725275,0.5576923076923077,1727.0,3616.5,797.0,434.0,2405.0,1668.0,720.5,1624.0,1307.0,February 2026,2026-07-02
1469,"Kawa, Katarzyna",0,0.0,5.0,10.0,10.0,23.0,34.0,18.0,38.0,-8.0,0.6764705882352942,0.4736842105263157,0.5,3568.5,2113.0,3127.0,1985.0,683.5,2659.5,1254.0,2198.6428571428573,2565.5,February 2026,2026-07-02
1487,"Kenin, Sofia",0,1.0,4.0,12.0,14.0,73.0,128.0,28.0,51.0,-55.0,0.5703125,0.5490196078431373,0.3333333333333333,3086.0,2637.5,3127.0,3800.5,2675.0,1257.0,3064.0,2806.714285714286,3641.0,February 2026,2026-07-02
1504,"Kessler, McCartney",2,9.0,10.0,25.0,10.0,63.0,99.0,38.0,56.0,14.0,0.6363636363636364,0.6785714285714286,0.4,1277.0,2113.0,1270.5,923.0,1416.0,114.5,2481.5,1370.7857142857142,766.0,February 2026,2026-07-02
1536,"Klimovicova, Linda",0,3.0,1.0,2.0,2.0,12.0,22.0,6.0,12.0,-27.0,0.5454545454545454,0.5,0.5,2388.5,408.0,3127.0,3350.0,3005.5,2212.5,1254.0,2249.3571428571427,2674.0,February 2026,2026-07-02
1546,"Knutson, Gabriela",0,4.0,5.0,10.0,4.0,34.0,58.0,13.0,29.0,-14.0,0.5862068965517241,0.4482758620689655,0.5,2126.5,923.0,3127.0,2457.0,2417.0,2991.5,1254.0,2185.1428571428573,2532.5,February 2026,2026-07-02
1583,"Korpatsch, Tamara",4,8.0,22.0,51.0,13.0,148.0,241.0,49.0,79.0,24.0,0.6141078838174274,0.620253164556962,0.4313725490196078,1414.0,2509.5,484.5,657.5,1877.0,346.5,2077.5,1338.071428571429,695.0,February 2026,2026-07-02
1596,"Kostovic, Teodora",0,4.0,4.0,5.0,5.0,47.0,68.0,13.0,36.0,-5.0,0.6911764705882353,0.3611111111111111,0.8,2126.5,1176.5,3127.0,1800.5,489.5,3535.5,117.5,1767.571428571429,1613.0,February 2026,2026-07-02
1626,"Kraus, Sinja",0,0.0,2.0,6.0,3.0,18.0,34.0,12.0,31.0,-22.0,0.5294117647058824,0.3870967741935484,0.3333333333333333,3568.5,661.0,3127.0,3090.5,3198.5,3434.0,3064.0,2877.6428571428573,3707.0,February 2026,2026-07-02
1636,"Krejcikova, Barbora",1,8.0,2.0,8.0,3.0,37.0,43.0,8.0,16.0,17.0,0.8604651162790697,0.5,0.25,1414.0,661.0,1982.0,838.5,5.5,2212.5,3409.0,1503.2142857142858,1032.0,February 2026,2026-07-02
1649,"Krueger, Ashlyn",3,26.0,10.0,35.0,17.0,164.0,244.0,45.0,84.0,-2.0,0.6721311475409836,0.5357142857142857,0.2857142857142857,286.0,2954.0,797.0,1623.5,757.5,1513.0,3294.5,1603.642857142857,1258.0,February 2026,2026-07-02
1664,"Krunic, Aleksandra",0,1.0,1.0,5.0,0.0,21.0,28.0,10.0,21.0,-8.0,0.75,0.4761904761904761,0.2,3086.0,56.5,3127.0,1985.0,93.0,2623.0,3519.0,2069.928571428572,2291.0,February 2026,2026-07-02
1725,"Lamens, Suzan",0,2.0,4.0,10.0,7.0,26.0,50.0,8.0,15.0,-13.0,0.52,0.5333333333333333,0.4,2709.0,1614.0,3127.0,2380.5,3269.5,1558.5,2481.5,2448.5714285714284,3088.0,February 2026,2026-07-02
1751,"Lee, Gabriela",0,1.0,1.0,3.0,0.0,27.0,54.0,10.0,19.0,-14.0,0.5,0.5263157894736842,0.3333333333333333,3086.0,56.5,3127.0,2457.0,3415.0,1686.5,3064.0,2413.1428571428573,3018.0,February 2026,2026-07-02
1755,"Lemaitre, Tiphanie",0,1.0,3.0,7.0,3.0,12.0,24.0,10.0,21.0,-9.0,0.5,0.4761904761904761,0.4285714285714285,3086.0,661.0,3127.0,2054.0,3415.0,2623.0,2126.5,2441.785714285714,3073.0,February 2026,2026-07-02
1770,"Lepchenko, Varvara",2,5.0,11.0,26.0,4.0,86.0,164.0,14.0,25.0,-2.0,0.524390243902439,0.56,0.4230769230769231,1917.5,923.0,1270.5,1623.5,3233.0,1066.5,2207.0,1748.7142857142858,1576.0,February 2026,2026-07-02
1788,"Li, Ann",2,23.0,15.0,30.0,7.0,161.0,249.0,47.0,91.0,13.0,0.6465863453815262,0.5164835164835165,0.5,365.0,1614.0,1270.5,954.5,1210.0,1895.0,1254.0,1223.2857142857142,486.0,February 2026,2026-07-02
1813,"Linette, Magda",4,35.0,24.0,57.0,15.0,250.0,379.0,86.0,165.0,-1.0,0.6596306068601583,0.5212121212121212,0.4210526315789473,150.5,2755.0,484.5,1563.0,964.0,1794.0,2226.0,1419.571428571429,856.0,February 2026,2026-07-02
1826,"Liu, Claire",2,9.0,14.0,36.0,9.0,113.0,177.0,29.0,55.0,17.0,0.6384180790960452,0.5272727272727272,0.3888888888888889,1277.0,1960.5,1270.5,838.5,1371.0,1671.5,2602.5,1570.2142857142858,1170.5,February 2026,2026-07-02
1872,"Mandlik, Elizabeth",2,4.0,13.0,26.0,7.0,79.0,122.0,29.0,59.0,22.0,0.6475409836065574,0.4915254237288136,0.5,2126.5,1614.0,1270.5,703.0,1194.0,2383.5,1254.0,1506.5,1042.0,February 2026,2026-07-02
1886,"Marcinko, Petra",0,5.0,9.0,22.0,17.0,75.0,136.0,21.0,43.0,-28.0,0.5514705882352942,0.4883720930232558,0.4090909090909091,1917.5,2954.0,3127.0,3399.5,2932.0,2433.5,2350.0,2730.5,3547.0,February 2026,2026-07-02
1897,"Maria, Tatjana",0,14.0,6.0,20.0,9.0,132.0,211.0,27.0,68.0,-39.0,0.6255924170616114,0.3970588235294117,0.3,812.5,1960.5,3127.0,3666.0,1658.0,3390.0,3244.0,2551.1428571428573,3274.5,February 2026,2026-07-02
1933,"Martincova, Tereza",1,1.0,6.0,7.0,6.0,85.0,145.0,11.0,17.0,-7.0,0.5862068965517241,0.6470588235294118,0.8571428571428571,3086.0,1405.5,1982.0,1921.5,2417.0,206.0,94.0,1587.428571428571,1209.5,February 2026,2026-07-02
1950,"Masarova, Rebeka",5,37.0,23.0,54.0,38.0,248.0,332.0,102.0,191.0,12.0,0.7469879518072289,0.5340314136125655,0.4259259259259259,118.0,3732.5,287.0,989.0,103.0,1537.0,2175.0,1277.357142857143,578.0,February 2026,2026-07-02
1970,"Mboko, Victoria",5,23.0,28.0,60.0,25.0,206.0,285.0,47.0,86.0,36.0,0.7228070175438597,0.5465116279069767,0.4666666666666667,365.0,3438.0,287.0,434.0,208.0,1307.0,1667.5,1100.928571428571,299.0,February 2026,2026-07-02
1994,"McNally, Caty",2,5.0,14.0,27.0,9.0,131.0,229.0,33.0,64.0,1.0,0.5720524017467249,0.515625,0.5185185185185185,1917.5,1960.5,1270.5,1430.5,2630.0,1913.5,1025.0,1735.357142857143,1556.0,February 2026,2026-07-02
2011,"Mertens, Elise",3,18.0,22.0,46.0,15.0,148.0,222.0,36.0,70.0,56.0,0.6666666666666666,0.5142857142857142,0.4782608695652174,588.0,2755.0,797.0,210.5,840.5,1936.5,1539.5,1238.142857142857,513.5,February 2026,2026-07-02
2034,"Minnen, Greet",0,4.0,0.0,0.0,3.0,22.0,38.0,5.0,14.0,-24.0,0.5789473684210527,0.3571428571428571,,2126.5,661.0,3127.0,3211.5,2534.0,3550.0,,2535.0,3245.0,February 2026,2026-07-02
2082,"Muchova, Karolina",6,9.0,24.0,55.0,4.0,136.0,189.0,52.0,92.0,87.0,0.7195767195767195,0.5652173913043478,0.4363636363636363,1277.0,923.0,156.0,75.5,226.0,981.5,2028.0,809.5714285714286,32.0,February 2026,2026-07-02
2112,"Navarro, Emma",2,17.0,17.0,40.0,24.0,177.0,281.0,71.0,116.0,-13.0,0.6298932384341637,0.6120689655172413,0.425,633.0,3388.0,1270.5,2380.5,1554.5,399.0,2183.0,1686.928571428571,1454.0,February 2026,2026-07-02
2154,"Noskova, Linda",2,20.0,12.0,31.0,18.0,140.0,218.0,44.0,75.0,-3.0,0.6422018348623854,0.5866666666666667,0.3870967741935484,491.5,3031.5,1270.5,1682.0,1303.5,659.0,2619.0,1579.571428571429,1193.0,February 2026,2026-07-02
2183,"Oliynykova, Oleksandra",3,1.0,17.0,41.0,12.0,169.0,266.0,41.0,76.0,23.0,0.6353383458646616,0.5394736842105263,0.4146341463414634,3086.0,2381.0,797.0,681.5,1434.0,1438.0,2292.5,1730.0,1540.0,February 2026,2026-07-02
2216,"Osorio, Camila",5,16.0,28.0,54.0,38.0,182.0,301.0,52.0,91.0,38.0,0.6046511627906976,0.5714285714285714,0.5185185185185185,692.5,3732.5,287.0,408.0,2075.5,881.0,1025.0,1300.2142857142858,620.0,February 2026,2026-07-02
2233,"Ostapenko, Jelena",5,26.0,37.0,71.0,30.0,221.0,342.0,104.0,208.0,27.0,0.6461988304093568,0.5,0.5211267605633803,286.0,3595.0,287.0,588.5,1217.0,2212.5,1005.0,1313.0,644.0,February 2026,2026-07-02
2248,"Osuigwe, Whitney",3,2.0,17.0,34.0,8.0,93.0,153.0,43.0,64.0,28.0,0.6078431372549019,0.671875,0.5,2709.0,1796.0,797.0,570.0,2015.5,125.5,1254.0,1323.857142857143,666.0,February 2026,2026-07-02
2273,"Paolini, Jasmine",2,1.0,15.0,34.0,8.0,102.0,186.0,26.0,44.0,-10.0,0.5483870967741935,0.5909090909090909,0.4411764705882353,3086.0,1796.0,1270.5,2134.5,2967.5,614.0,1978.5,1978.142857142857,2083.0,February 2026,2026-07-02
2296,"Paquet, Chloe",0,3.0,2.0,6.0,14.0,28.0,49.0,11.0,27.0,-53.0,0.5714285714285714,0.4074074074074074,0.3333333333333333,2388.5,2637.5,3127.0,3793.0,2651.5,3323.0,3064.0,2997.785714285714,3784.0,February 2026,2026-07-02
2314,"Parks, Alycia",5,73.0,31.0,92.0,56.0,274.0,382.0,123.0,233.0,16.0,0.7172774869109948,0.5278969957081545,0.3369565217391304,10.0,3832.5,287.0,868.5,237.0,1659.0,2973.0,1409.571428571429,837.0,February 2026,2026-07-02
