,player_name,Month,total_wins,total_matches,aces,aces_allowed,breakpoints_won,total_breakpoints,double_faults,first_serve_points_won,first_serve_successful,second_serve_points_won,second_serve_successful,breakpoints_allowed,breakpoints_saved,first_serve_return_points_won,first_serve_return_points_total,second_serve_return_points_won,second_serve_return_points_total,points_won,points_lost,points_spread,games_won,games_lost,games_spread,sets_won,sets_lost,sets_spread,tiebreaks_won,tiebreaks_lost,FS Win %,SS Win %,BP Conv %,Tiebreak Win %,BP Save %,FS Return Win %,SS Return Win %,Ace Rank,DF Rank,Total Win Rank,Point Spread Rank,FS Win Rank,SS Win Rank,BP Rank,Mean Ranks,Mean Ranks Ranked,last_refreshed
200,"Bhatia, Riya",October 2025,0,1,1,0,0,0,12,18,34,4,12,11,6,18,24,2,2,30,59,-29,2,12,-10,0,2,-2,0,0,0.5294117647058824,0.3333333333333333,,,0.5454545454545454,0.75,1.0,2138.5,1610.0,2141.0,2362.0,2223.0,2506.0,,2163.4166666666665,2626.0,2026-01-28
201,"Birrell, Kimberly",April 2025,0,1,3,0,5,12,6,46,79,6,16,13,7,52,85,5,5,96,108,-12,14,17,-3,1,2,-1,0,0,0.5822784810126582,0.375,0.4166666666666667,,0.5384615384615384,0.611764705882353,1.0,1668.0,943.0,2141.0,1541.0,1756.5,2409.0,1571.5,1718.5714285714287,2169.0,2026-01-28
202,"Birrell, Kimberly",August 2025,1,4,7,0,15,28,24,97,165,37,71,42,25,114,174,30,30,241,267,-26,38,44,-6,3,6,-3,0,0,0.5878787878787879,0.5211267605633803,0.5357142857142857,,0.5952380952380952,0.6551724137931034,1.0,1097.5,2309.5,1358.5,2265.0,1698.0,1231.0,622.5,1511.7142857142858,1730.0,2026-01-28
203,"Birrell, Kimberly",February 2025,1,2,3,0,8,15,17,66,103,37,64,21,12,66,95,34,34,171,187,-16,27,28,-1,3,2,1,2,0,0.6407766990291263,0.578125,0.5333333333333333,1.0,0.5714285714285714,0.6947368421052632,1.0,1668.0,2003.0,1358.5,1771.0,943.5,531.5,636.5,1273.142857142857,1225.0,2026-01-28
204,"Birrell, Kimberly",January 2025,7,10,34,0,42,93,37,339,509,138,247,71,38,334,523,136,136,841,792,49,131,117,14,15,9,6,2,4,0.6660117878192534,0.5587044534412956,0.45161290322580644,0.3333333333333333,0.5352112676056338,0.638623326959847,1.0,110.5,2544.0,54.5,193.5,603.0,758.0,1270.0,790.5,264.0,2026-01-28
205,"Birrell, Kimberly",January 2026,3,6,12,0,22,46,32,192,309,63,116,41,14,205,335,48,48,452,475,-23,69,77,-8,7,8,-1,1,1,0.6213592233009708,0.5431034482758621,0.4782608695652174,0.5,0.34146341463414637,0.6119402985074627,1.0,692.5,2485.0,545.0,2150.0,1246.5,939.0,1055.0,1301.857142857143,1289.0,2026-01-28
206,"Birrell, Kimberly",July 2025,0,2,6,0,7,17,19,47,76,36,54,20,12,69,109,15,15,149,159,-10,21,25,-4,1,4,-3,0,0,0.618421052631579,0.6666666666666666,0.4117647058823529,,0.6,0.6330275229357798,1.0,1211.5,2111.5,2141.0,1432.0,1280.0,92.0,1609.0,1411.0,1522.0,2026-01-28
207,"Birrell, Kimberly",June 2025,4,8,26,0,22,62,39,256,383,85,160,60,37,264,396,68,68,571,585,-14,85,87,-2,8,9,-1,0,1,0.6684073107049608,0.53125,0.3548387096774194,0.0,0.6166666666666667,0.6666666666666666,1.0,202.5,2567.5,326.0,1655.5,567.0,1097.5,2006.5,1203.2142857142858,1080.0,2026-01-28
208,"Birrell, Kimberly",March 2025,6,8,11,0,36,70,39,242,383,76,126,50,23,213,367,64,64,584,537,47,99,78,21,13,5,8,1,0,0.6318537859007833,0.6031746031746031,0.5142857142857142,1.0,0.46,0.5803814713896458,1.0,753.5,2567.5,109.0,208.0,1080.0,314.5,732.0,823.5,305.0,2026-01-28
209,"Birrell, Kimberly",May 2025,0,2,0,0,1,13,8,53,84,25,46,17,10,73,106,15,15,127,159,-32,14,28,-14,1,4,-3,0,0,0.6309523809523809,0.5434782608695652,0.07692307692307693,,0.5882352941176471,0.6886792452830188,1.0,2455.0,1217.0,2141.0,2429.0,1094.0,934.5,2513.0,1826.2142857142858,2350.0,2026-01-28
210,"Birrell, Kimberly",November 2025,1,2,3,0,6,33,11,67,88,14,31,12,5,79,118,32,32,185,189,-4,26,27,-1,2,3,-1,0,1,0.7613636363636364,0.45161290322580644,0.18181818181818182,0.0,0.4166666666666667,0.6694915254237288,1.0,1668.0,1523.0,1358.5,1177.0,39.0,2037.5,2459.5,1466.0714285714287,1630.0,2026-01-28
211,"Birrell, Kimberly",October 2025,6,9,14,0,50,117,59,278,445,98,177,79,37,251,426,128,128,743,678,65,114,93,21,14,8,6,3,1,0.6247191011235955,0.5536723163841808,0.42735042735042733,0.75,0.46835443037974683,0.5892018779342723,1.0,563.0,2627.5,109.0,102.5,1203.0,814.0,1501.0,988.5714285714286,617.0,2026-01-28
212,"Birrell, Kimberly",September 2025,0,1,2,0,2,6,6,30,45,8,15,8,5,30,46,10,10,67,77,-10,9,13,-4,0,2,-2,0,1,0.6666666666666666,0.5333333333333333,0.3333333333333333,0.0,0.625,0.6521739130434783,1.0,1882.0,943.0,2141.0,1432.0,589.0,1067.0,2116.0,1452.857142857143,1601.0,2026-01-28
213,"Bjorklund, Mirjam",April 2025,0,1,0,0,1,3,6,20,40,17,29,10,5,24,33,3,3,50,71,-21,4,12,-8,0,2,-2,0,0,0.5,0.5862068965517241,0.3333333333333333,,0.5,0.7272727272727273,1.0,2455.0,943.0,2141.0,2066.5,2369.5,446.0,2116.0,1791.0,2291.5,2026-01-28
214,"Bjorklund, Mirjam",January 2025,1,2,1,0,7,12,3,64,98,23,40,17,12,58,93,18,18,152,140,12,24,21,3,3,2,1,0,0,0.6530612244897959,0.575,0.5833333333333334,,0.7058823529411765,0.6236559139784946,1.0,2138.5,434.0,1358.5,677.0,776.5,568.5,410.5,909.0714285714286,454.0,2026-01-28
215,"Bjorklund, Mirjam",March 2025,1,3,6,0,22,35,7,96,180,28,68,39,18,88,145,52,52,256,260,-4,41,41,0,4,5,-1,0,0,0.5333333333333333,0.4117647058823529,0.6285714285714286,,0.46153846153846156,0.6068965517241379,1.0,1211.5,1090.5,1358.5,1177.0,2198.5,2276.5,251.0,1366.2142857142858,1439.0,2026-01-28
216,"Black, Brooke Anna",June 2025,0,1,0,0,0,2,2,20,34,10,17,5,2,29,35,3,3,41,60,-19,5,12,-7,0,2,-2,0,0,0.5882352941176471,0.5882352941176471,0.0,,0.4,0.8285714285714286,1.0,2455.0,256.5,2141.0,1957.0,1693.5,433.5,2556.5,1641.857142857143,2026.0,2026-01-28
217,"Blinkova, Anna",April 2025,3,6,7,0,28,59,18,182,319,69,139,61,34,167,276,85,85,467,459,8,67,65,2,7,6,1,2,0,0.5705329153605015,0.49640287769784175,0.4745762711864407,1.0,0.5573770491803278,0.605072463768116,1.0,1097.5,2058.0,545.0,769.5,1880.0,1583.0,1086.5,1288.5,1257.0,2026-01-28
218,"Blinkova, Anna",August 2025,1,4,6,0,12,24,17,77,131,21,65,35,15,83,126,43,43,197,239,-42,26,40,-14,2,6,-4,0,0,0.5877862595419847,0.3230769230769231,0.5,,0.42857142857142855,0.6587301587301587,1.0,1211.5,2003.0,1358.5,2544.0,1701.0,2525.0,863.5,1743.7857142857142,2217.0,2026-01-28
219,"Blinkova, Anna",February 2025,3,5,6,0,20,34,18,110,175,60,108,27,12,103,173,45,45,304,283,21,52,43,9,6,5,1,0,1,0.6285714285714286,0.5555555555555556,0.5882352941176471,0.0,0.4444444444444444,0.5953757225433526,1.0,1211.5,2058.0,545.0,510.0,1137.0,796.5,397.0,950.7142857142857,547.0,2026-01-28
220,"Blinkova, Anna",January 2025,4,7,15,0,27,53,28,213,328,92,191,84,56,198,296,77,77,506,512,-6,77,79,-2,10,7,3,1,0,0.649390243902439,0.4816753926701571,0.5094339622641509,1.0,0.6666666666666666,0.668918918918919,1.0,522.0,2422.5,326.0,1262.0,818.0,1730.0,747.5,1118.2857142857142,915.0,2026-01-28
221,"Blinkova, Anna",January 2026,0,3,1,0,7,19,10,65,129,22,54,31,13,70,111,14,14,149,209,-60,17,38,-21,0,6,-6,0,0,0.5038759689922481,0.4074074074074074,0.3684210526315789,,0.41935483870967744,0.6306306306306306,1.0,2138.5,1435.5,2141.0,2618.5,2341.0,2297.5,1935.0,2129.5714285714284,2617.0,2026-01-28
222,"Blinkova, Anna",July 2025,1,4,4,0,12,29,16,79,136,44,86,34,18,90,140,38,38,228,264,-36,33,42,-9,2,6,-4,0,0,0.5808823529411765,0.5116279069767442,0.41379310344827586,,0.5294117647058824,0.6428571428571429,1.0,1491.0,1933.0,1358.5,2482.0,1768.0,1368.5,1593.0,1713.4285714285713,2160.0,2026-01-28
223,"Blinkova, Anna",June 2025,4,7,7,0,28,62,22,153,252,78,131,45,21,172,280,77,77,455,431,24,72,66,6,8,7,1,0,0,0.6071428571428571,0.5954198473282443,0.45161290322580644,,0.4666666666666667,0.6142857142857143,1.0,1097.5,2238.0,326.0,464.0,1448.0,373.0,1270.0,1030.9285714285713,708.0,2026-01-28
224,"Blinkova, Anna",March 2025,2,4,8,0,12,22,10,84,148,47,90,36,18,89,158,37,37,233,250,-17,35,45,-10,4,5,-1,1,0,0.5675675675675675,0.5222222222222223,0.5454545454545454,1.0,0.5,0.5632911392405063,1.0,1001.0,1435.5,873.5,1835.5,1904.5,1203.5,566.0,1259.9285714285713,1195.0,2026-01-28
225,"Blinkova, Anna",May 2025,4,7,8,0,30,67,28,212,363,92,161,72,46,202,326,82,82,539,524,15,78,73,5,9,7,2,1,1,0.5840220385674931,0.5714285714285714,0.44776119402985076,0.5,0.6388888888888888,0.6196319018404908,1.0,1001.0,2422.5,326.0,621.0,1739.0,611.0,1286.5,1143.857142857143,977.0,2026-01-28
226,"Blinkova, Anna",November 2025,2,2,1,0,11,29,7,52,79,20,36,19,13,59,108,29,29,157,130,27,24,14,10,4,0,4,0,0,0.6582278481012658,0.5555555555555556,0.3793103448275862,,0.6842105263157895,0.5462962962962963,1.0,2138.5,1090.5,873.5,413.5,705.0,796.5,1871.5,1127.0,940.0,2026-01-28
227,"Blinkova, Anna",October 2025,4,6,11,0,30,54,24,155,268,58,111,54,26,173,303,58,58,423,423,0,67,64,3,9,5,4,1,0,0.5783582089552238,0.5225225225225225,0.5555555555555556,1.0,0.48148148148148145,0.570957095709571,1.0,753.5,2309.5,326.0,1008.5,1795.0,1200.0,518.5,1130.142857142857,950.0,2026-01-28
228,"Blinkova, Anna",September 2025,0,2,2,0,8,10,7,38,83,23,51,24,10,57,93,19,19,122,155,-33,17,29,-12,1,4,-3,0,0,0.4578313253012048,0.45098039215686275,0.8,,0.4166666666666667,0.6129032258064516,1.0,1882.0,1090.5,2141.0,2441.5,2502.0,2042.5,82.0,1740.2142857142858,2213.0,2026-01-28
229,"Bogdan, Ana",February 2025,1,2,2,0,6,6,3,37,69,19,30,13,6,31,46,15,15,90,94,-4,15,18,-3,2,2,0,0,0,0.5362318840579711,0.6333333333333333,1.0,,0.46153846153846156,0.6739130434782609,1.0,1882.0,434.0,1358.5,1177.0,2175.0,172.5,32.0,1033.0,714.0,2026-01-28
230,"Bogdan, Ana",January 2025,0,1,0,0,3,7,2,16,34,6,17,12,6,30,45,5,5,45,65,-20,6,12,-6,0,2,-2,0,0,0.47058823529411764,0.35294117647058826,0.42857142857142855,,0.5,0.6666666666666666,1.0,2455.0,256.5,2141.0,2018.0,2468.0,2471.0,1470.5,1897.142857142857,2456.0,2026-01-28
231,"Bogdan, Ana",July 2025,0,1,2,0,2,2,1,16,27,12,25,8,3,22,33,6,6,47,61,-14,7,13,-6,0,2,-2,0,0,0.5925925925925926,0.48,1.0,,0.375,0.6666666666666666,1.0,1882.0,110.0,2141.0,1655.5,1646.5,1750.0,32.0,1316.7142857142858,1328.0,2026-01-28
232,"Bogdan, Ana",June 2025,1,2,10,0,8,16,4,85,136,26,53,22,16,68,113,18,18,178,180,-2,28,24,4,3,2,1,1,1,0.625,0.49056603773584906,0.5,0.5,0.7272727272727273,0.6017699115044248,1.0,823.0,617.0,1358.5,1092.0,1194.0,1636.0,863.5,1083.4285714285713,825.0,2026-01-28
233,"Bogdan, Ana",May 2025,0,1,0,0,1,2,3,25,34,6,16,3,0,25,28,10,10,46,61,-15,7,12,-5,0,2,-2,0,0,0.7352941176470589,0.375,0.5,,0.0,0.8928571428571429,1.0,2455.0,434.0,2141.0,1710.5,105.0,2409.0,863.5,1445.4285714285713,1586.0,2026-01-28
234,"Boisson, Lois",April 2025,1,2,13,0,11,15,5,70,102,24,49,22,16,43,81,18,18,160,125,35,28,17,11,3,2,1,0,1,0.6862745098039216,0.4897959183673469,0.7333333333333333,0.0,0.7272727272727273,0.5308641975308642,1.0,622.5,788.5,1358.5,302.0,374.5,1645.5,125.0,745.2142857142857,199.0,2026-01-28
235,"Boisson, Lois",August 2025,0,2,16,0,4,10,10,79,108,41,70,12,7,84,109,23,23,179,179,0,28,29,-1,2,4,-2,0,1,0.7314814814814815,0.5857142857142857,0.4,0.0,0.5833333333333334,0.7706422018348624,1.0,482.0,1435.5,2141.0,1008.5,113.0,452.5,1726.0,1051.2142857142858,747.0,2026-01-28
236,"Boisson, Lois",July 2025,5,5,17,0,27,48,21,151,214,63,121,35,21,112,201,64,64,384,315,69,68,40,28,10,1,9,1,1,0.705607476635514,0.5206611570247934,0.5625,0.5,0.6,0.5572139303482587,1.0,442.0,2201.0,193.5,90.0,220.0,1241.0,487.5,696.4285714285714,129.0,2026-01-28
237,"Boisson, Lois",June 2025,2,4,13,0,13,30,12,133,212,47,98,36,17,125,193,51,51,316,337,-21,44,53,-9,5,5,0,2,0,0.6273584905660378,0.47959183673469385,0.43333333333333335,1.0,0.4722222222222222,0.6476683937823834,1.0,622.5,1610.0,873.5,2066.5,1155.0,1756.0,1419.5,1357.5714285714287,1416.0,2026-01-28
238,"Boisson, Lois",May 2025,3,3,8,0,11,23,8,100,129,33,57,12,5,83,130,31,31,232,197,35,41,30,11,6,2,4,0,0,0.7751937984496124,0.5789473684210527,0.4782608695652174,,0.4166666666666667,0.6384615384615384,1.0,1001.0,1217.0,545.0,302.0,28.0,521.5,1055.0,667.0714285714286,92.0,2026-01-28
239,"Boisson, Lois",September 2025,3,5,14,0,15,44,13,161,253,28,54,29,15,149,246,29,29,369,345,24,54,48,6,7,3,4,1,0,0.6363636363636364,0.5185185185185185,0.3409090909090909,1.0,0.5172413793103449,0.6056910569105691,1.0,563.0,1700.0,545.0,464.0,1014.5,1274.5,2051.5,1087.5,833.0,2026-01-28
240,"Bolkvadze, Mariam",January 2025,1,2,0,0,9,19,9,57,103,11,20,11,1,54,101,15,15,132,142,-10,21,24,-3,2,3,-1,0,0,0.5533980582524272,0.55,0.47368421052631576,,0.09090909090909091,0.5346534653465347,1.0,2455.0,1329.0,1358.5,1432.0,2034.0,852.0,1095.5,1508.0,1725.0,2026-01-28
241,"Bolkvadze, Mariam",June 2025,3,5,0,0,14,33,16,130,212,34,50,22,9,126,187,46,46,285,290,-5,47,45,2,6,4,2,1,0,0.6132075471698113,0.68,0.42424242424242425,1.0,0.4090909090909091,0.6737967914438503,1.0,2455.0,1933.0,545.0,1219.5,1349.5,68.5,1517.5,1298.2857142857142,1282.0,2026-01-28
242,"Bolkvadze, Mariam",May 2025,0,1,0,0,2,2,3,14,33,5,15,12,6,23,32,5,5,34,60,-26,3,12,-9,0,2,-2,0,0,0.42424242424242425,0.3333333333333333,1.0,,0.5,0.71875,1.0,2455.0,434.0,2141.0,2265.0,2550.5,2506.0,32.0,1769.0714285714287,2256.0,2026-01-28
243,"Bolsova, Aliona",January 2025,0,1,0,0,2,5,3,20,36,4,15,9,4,24,38,9,9,47,64,-17,5,12,-7,0,2,-2,0,0,0.5555555555555556,0.26666666666666666,0.4,,0.4444444444444444,0.631578947368421,1.0,2455.0,434.0,2141.0,1835.5,2017.5,2577.0,1726.0,1883.7142857142858,2437.5,2026-01-28
244,"Bolsova, Aliona",January 2026,0,1,1,0,2,5,4,36,72,7,15,11,3,38,57,10,10,75,101,-26,8,18,-10,1,2,-1,1,0,0.5,0.4666666666666667,0.4,1.0,0.2727272727272727,0.6666666666666666,1.0,2138.5,617.0,2141.0,2265.0,2369.5,1892.5,1726.0,1878.5,2427.0,2026-01-28
245,"Bolsova, Aliona",July 2025,1,2,3,0,11,16,2,54,90,9,21,14,7,46,90,16,16,129,105,24,21,16,5,3,2,1,0,0,0.6,0.42857142857142855,0.6875,,0.5,0.5111111111111111,1.0,1668.0,256.5,1358.5,464.0,1553.0,2199.0,151.0,1092.857142857143,849.0,2026-01-28
246,"Bolsova, Aliona",May 2025,1,2,1,0,13,21,5,71,135,18,36,20,10,51,91,29,29,169,170,-1,27,23,4,2,3,-1,0,2,0.5259259259259259,0.5,0.6190476190476191,0.0,0.5,0.5604395604395604,1.0,2138.5,788.5,1358.5,1049.0,2241.0,1509.0,283.0,1338.2142857142858,1374.0,2026-01-28
247,"Bonaventure, Ysaline",February 2025,0,3,5,0,2,8,14,40,85,11,24,23,10,69,88,13,13,89,158,-69,8,31,-23,0,4,-4,0,0,0.47058823529411764,0.4583333333333333,0.25,,0.43478260869565216,0.7840909090909091,1.0,1343.0,1784.5,2141.0,2630.0,2468.0,1973.5,2357.5,2099.6428571428573,2608.0,2026-01-28
248,"Bonaventure, Ysaline",January 2025,0,2,6,0,1,1,8,44,71,15,38,16,8,46,59,11,11,86,126,-40,9,24,-15,0,4,-4,0,0,0.6197183098591549,0.39473684210526316,1.0,,0.5,0.7796610169491526,1.0,1211.5,1217.0,2141.0,2526.0,1260.0,2344.0,32.0,1533.0714285714287,1785.0,2026-01-28
249,"Bonaventure, Ysaline",March 2025,1,2,1,0,4,5,6,31,46,14,28,8,3,36,52,6,6,72,88,-16,13,16,-3,0,2,-2,0,0,0.6739130434782609,0.5,0.8,,0.375,0.6923076923076923,1.0,2138.5,943.0,1358.5,1771.0,513.0,1509.0,82.0,1187.857142857143,1059.0,2026-01-28
250,"Bondar, Anna",April 2025,0,1,2,0,3,9,0,21,37,11,23,8,3,32,54,4,4,61,70,-9,8,13,-5,0,2,-2,0,0,0.5675675675675675,0.4782608695652174,0.3333333333333333,,0.375,0.5925925925925926,1.0,1882.0,24.5,2141.0,1381.0,1904.5,1774.5,2116.0,1603.357142857143,1943.0,2026-01-28
251,"Bondar, Anna",August 2025,1,4,19,0,11,29,8,99,146,60,130,38,25,114,165,46,46,274,290,-16,37,45,-8,2,6,-4,0,2,0.678082191780822,0.46153846153846156,0.3793103448275862,0.0,0.6578947368421053,0.6909090909090909,1.0,376.5,1217.0,1358.5,1771.0,459.0,1940.5,1871.5,1284.857142857143,1247.0,2026-01-28
252,"Bondar, Anna",February 2025,2,5,35,0,20,49,15,161,235,81,158,36,16,159,252,58,58,402,399,3,60,62,-2,6,6,0,1,2,0.6851063829787234,0.5126582278481012,0.40816326530612246,0.3333333333333333,0.4444444444444444,0.6309523809523809,1.0,102.5,1858.5,873.5,920.5,387.0,1356.0,1639.0,1019.5714285714286,683.0,2026-01-28
253,"Bondar, Anna",January 2025,3,6,29,0,20,40,15,183,223,61,121,48,27,224,262,45,45,428,425,3,65,66,-1,7,6,1,1,0,0.820627802690583,0.5041322314049587,0.5,1.0,0.5625,0.8549618320610687,1.0,160.5,1858.5,545.0,920.5,9.0,1437.0,863.5,827.7142857142857,312.0,2026-01-28
254,"Bondar, Anna",January 2026,5,8,41,0,26,54,22,210,307,110,176,46,26,223,360,71,71,552,502,50,89,75,14,11,7,4,2,1,0.6840390879478827,0.625,0.48148148148148145,0.6666666666666666,0.5652173913043478,0.6194444444444445,1.0,61.5,2238.0,193.5,183.5,400.0,204.5,1027.0,615.4285714285714,50.0,2026-01-28
255,"Bondar, Anna",July 2025,4,5,25,0,23,50,11,165,248,86,170,40,20,176,268,69,69,441,433,8,72,64,8,8,5,3,2,1,0.6653225806451613,0.5058823529411764,0.46,0.6666666666666666,0.5,0.6567164179104478,1.0,220.5,1523.0,326.0,769.5,612.0,1422.0,1196.0,867.0,384.0,2026-01-28
256,"Bondar, Anna",June 2025,1,3,6,0,4,13,11,57,88,29,50,22,14,75,101,17,17,142,173,-31,21,30,-9,2,4,-2,0,0,0.6477272727272727,0.58,0.3076923076923077,,0.6363636363636364,0.7425742574257426,1.0,1211.5,1523.0,1358.5,2411.5,851.0,511.0,2223.5,1441.4285714285713,1579.0,2026-01-28
257,"Bondar, Anna",March 2025,2,4,18,0,11,25,10,134,202,59,122,37,22,153,231,38,38,328,343,-15,45,52,-7,4,6,-2,1,1,0.6633663366336634,0.48360655737704916,0.44,0.5,0.5945945945945946,0.6623376623376623,1.0,409.5,1435.5,873.5,1710.5,631.5,1705.5,1368.0,1162.0,1014.0,2026-01-28
258,"Bondar, Anna",May 2025,3,5,23,0,13,32,8,156,245,74,121,42,30,153,229,39,39,365,364,1,58,56,2,7,4,3,1,1,0.636734693877551,0.6115702479338843,0.40625,0.5,0.7142857142857143,0.6681222707423581,1.0,254.5,1217.0,545.0,981.0,1008.0,261.0,1656.5,846.1428571428571,344.0,2026-01-28
259,"Bondar, Anna",October 2025,2,5,12,0,25,58,10,165,272,54,115,47,23,159,269,65,65,415,407,8,62,62,0,5,7,-2,1,2,0.6066176470588235,0.46956521739130436,0.43103448275862066,0.3333333333333333,0.48936170212765956,0.5910780669144982,1.0,692.5,1435.5,873.5,769.5,1458.0,1866.5,1439.0,1219.2142857142858,1107.0,2026-01-28
260,"Bondar, Anna",September 2025,3,4,26,0,15,28,7,111,162,45,91,19,9,96,162,39,39,272,247,25,46,35,11,6,2,4,2,0,0.6851851851851852,0.4945054945054945,0.5357142857142857,1.0,0.47368421052631576,0.5925925925925926,1.0,202.5,1090.5,545.0,441.5,384.5,1595.5,622.5,697.4285714285714,130.0,2026-01-28
261,"Bosio, Victoria",September 2025,0,1,0,0,1,4,2,29,45,12,26,7,4,31,42,11,11,64,78,-14,8,13,-5,0,2,-2,0,0,0.6444444444444445,0.46153846153846156,0.25,,0.5714285714285714,0.7380952380952381,1.0,2455.0,256.5,2141.0,1655.5,891.0,1940.5,2357.5,1671.0,2080.0,2026-01-28
262,"Boskovic, Lea",April 2025,2,3,1,0,16,36,12,80,133,26,60,21,8,61,114,28,28,207,197,10,34,27,7,5,2,3,0,0,0.6015037593984962,0.43333333333333335,0.4444444444444444,,0.38095238095238093,0.5350877192982456,1.0,2138.5,1610.0,873.5,720.5,1531.0,2174.5,1325.0,1481.857142857143,1668.0,2026-01-28
263,"Boskovic, Lea",January 2025,0,1,0,0,2,15,2,42,69,9,25,10,5,50,83,8,8,94,110,-16,9,16,-7,1,2,-1,0,0,0.6086956521739131,0.36,0.13333333333333333,,0.5,0.6024096385542169,1.0,2455.0,256.5,2141.0,1771.0,1423.0,2451.5,2494.0,1856.0,2394.0,2026-01-28
264,"Boskovic, Lea",June 2025,0,1,0,0,0,5,3,28,42,6,18,8,5,26,37,5,5,51,74,-23,6,12,-6,0,2,-2,0,0,0.6666666666666666,0.3333333333333333,0.0,,0.625,0.7027027027027027,1.0,2455.0,434.0,2141.0,2150.0,589.0,2506.0,2556.5,1833.0714285714287,2360.0,2026-01-28
265,"Boskovic, Lea",March 2025,2,2,4,0,14,25,7,63,94,17,31,17,12,48,96,24,24,160,116,44,29,12,17,4,1,3,0,0,0.6702127659574468,0.5483870967741935,0.56,,0.7058823529411765,0.5,1.0,1491.0,1090.5,873.5,225.5,550.0,873.5,497.0,800.1428571428571,275.0,2026-01-28
266,"Boskovic, Lea",May 2025,0,1,1,0,1,3,1,23,43,4,11,7,3,22,32,2,2,42,63,-21,5,12,-7,0,2,-2,0,0,0.5348837209302325,0.36363636363636365,0.3333333333333333,,0.42857142857142855,0.6875,1.0,2138.5,110.0,2141.0,2066.5,2182.5,2441.0,2116.0,1885.0714285714287,2441.0,2026-01-28
267,"Bouchard, Eugenie",July 2025,1,2,2,0,8,20,4,69,116,34,67,20,11,67,111,21,21,172,182,-10,26,27,-1,3,3,0,0,0,0.5948275862068966,0.5074626865671642,0.4,,0.55,0.6036036036036037,1.0,1882.0,617.0,1358.5,1432.0,1617.0,1407.0,1726.0,1434.2142857142858,1568.0,2026-01-28
268,"Boulter, Katie",April 2025,1,2,6,0,9,17,10,47,78,16,36,14,5,54,89,11,11,124,135,-11,19,21,-2,2,3,-1,0,0,0.6025641025641025,0.4444444444444444,0.5294117647058824,,0.35714285714285715,0.6067415730337079,1.0,1211.5,1435.5,1358.5,1486.5,1508.0,2099.5,656.0,1393.642857142857,1485.0,2026-01-28
269,"Boulter, Katie",August 2025,1,4,7,0,18,40,27,109,174,38,85,40,21,118,193,36,36,280,295,-15,41,46,-5,3,6,-3,0,1,0.6264367816091954,0.4470588235294118,0.45,0.0,0.525,0.6113989637305699,1.0,1097.5,2400.5,1358.5,1710.5,1169.5,2075.0,1275.0,1583.7857142857142,1892.0,2026-01-28
270,"Boulter, Katie",January 2025,2,4,17,0,15,29,14,140,212,55,103,23,10,139,206,56,56,331,332,-1,54,51,3,6,5,1,1,1,0.660377358490566,0.5339805825242718,0.5172413793103449,0.5,0.43478260869565216,0.6747572815533981,1.0,442.0,1784.5,873.5,1049.0,677.0,1055.5,717.5,942.7142857142857,530.0,2026-01-28
271,"Boulter, Katie",January 2026,1,3,6,0,10,19,15,65,111,36,70,35,22,72,115,26,26,177,201,-24,26,32,-6,2,4,-2,0,0,0.5855855855855856,0.5142857142857142,0.5263157894736842,,0.6285714285714286,0.6260869565217392,1.0,1211.5,1858.5,1358.5,2193.0,1724.5,1333.5,671.5,1478.7142857142858,1659.0,2026-01-28
272,"Boulter, Katie",July 2025,0,3,8,0,7,20,25,69,115,33,68,28,11,101,141,30,30,183,238,-55,23,43,-20,1,6,-5,1,0,0.6,0.4852941176470588,0.35,1.0,0.39285714285714285,0.7163120567375887,1.0,1001.0,2346.0,2141.0,2611.0,1553.0,1691.5,2031.5,1910.7142857142858,2469.0,2026-01-28
273,"Boulter, Katie",June 2025,4,6,28,0,25,46,44,220,323,73,138,55,33,207,329,63,63,502,499,3,79,76,3,10,7,3,1,0,0.6811145510835913,0.5289855072463768,0.5434782608695652,1.0,0.6,0.6291793313069909,1.0,174.5,2599.0,326.0,920.5,429.0,1120.0,579.0,878.2857142857143,401.0,2026-01-28
274,"Boulter, Katie",March 2025,1,3,9,0,10,15,16,74,120,44,82,28,15,77,110,30,30,193,209,-16,29,35,-6,2,5,-3,0,1,0.6166666666666667,0.5365853658536586,0.6666666666666666,0.0,0.5357142857142857,0.7,1.0,909.5,1933.0,1358.5,1771.0,1303.5,1031.0,188.0,1213.5,1096.0,2026-01-28
275,"Boulter, Katie",May 2025,1,3,3,0,9,22,19,78,132,40,62,27,16,78,113,33,33,200,215,-15,28,33,-5,2,5,-3,0,1,0.5909090909090909,0.6451612903225806,0.4090909090909091,0.0,0.5925925925925926,0.6902654867256637,1.0,1668.0,2111.5,1358.5,1710.5,1666.5,134.5,1628.5,1468.2857142857142,1637.0,2026-01-28
276,"Boulter, Katie",October 2025,3,7,23,0,28,55,30,177,313,69,138,64,27,196,341,54,54,477,493,-16,64,80,-16,7,8,-1,2,0,0.5654952076677316,0.5,0.509090909090909,1.0,0.421875,0.5747800586510264,1.0,254.5,2456.5,545.0,1771.0,1929.0,1509.0,751.5,1316.642857142857,1326.5,2026-01-28
277,"Boulter, Katie",September 2025,1,2,4,0,5,20,14,66,110,28,39,14,6,74,112,19,19,161,166,-5,22,28,-6,2,3,-1,0,0,0.6,0.717948717948718,0.25,,0.42857142857142855,0.6607142857142857,1.0,1491.0,1784.5,1358.5,1219.5,1553.0,36.0,2357.5,1400.0,1496.5,2026-01-28
