,player_name,Month,total_wins,total_matches,aces,aces_allowed,breakpoints_won,total_breakpoints,double_faults,first_serve_points_won,first_serve_successful,second_serve_points_won,second_serve_successful,breakpoints_allowed,breakpoints_saved,first_serve_return_points_won,first_serve_return_points_total,second_serve_return_points_won,second_serve_return_points_total,points_won,points_lost,points_spread,games_won,games_lost,games_spread,sets_won,sets_lost,sets_spread,tiebreaks_won,tiebreaks_lost,FS Win %,SS Win %,BP Conv %,Tiebreak Win %,BP Save %,FS Return Win %,SS Return Win %,Ace Rank,DF Rank,Total Win Rank,Point Spread Rank,FS Win Rank,SS Win Rank,BP Rank,Mean Ranks,Mean Ranks Ranked,last_refreshed
1219,"Lepchenko, Varvara",April 2025,1,3,4,0,11,26,7,78,149,41,72,26,10,82,124,45,45,221,245,-24,31,42,-11,3,5,-2,0,1,0.5234899328859061,0.5694444444444444,0.4230769230769231,0.0,0.38461538461538464,0.6612903225806451,1.0,1491.0,1090.5,1358.5,2193.0,2255.0,635.0,1528.5,1507.357142857143,1723.5,2026-01-28
1220,"Lepchenko, Varvara",August 2025,0,2,5,0,1,6,6,36,63,8,24,12,3,50,62,12,12,70,116,-46,7,24,-17,0,4,-4,0,0,0.5714285714285714,0.3333333333333333,0.16666666666666666,,0.25,0.8064516129032258,1.0,1343.0,943.0,2141.0,2576.5,1869.0,2506.0,2472.0,1978.642857142857,2541.0,2026-01-28
1221,"Lepchenko, Varvara",February 2025,1,2,4,0,6,10,2,38,63,14,26,19,13,39,64,13,13,93,96,-3,15,16,-1,2,2,0,0,0,0.6031746031746031,0.5384615384615384,0.6,,0.6842105263157895,0.609375,1.0,1491.0,256.5,1358.5,1133.0,1502.5,1003.5,348.5,1013.3571428571429,670.0,2026-01-28
1222,"Lepchenko, Varvara",January 2025,2,3,4,0,9,15,6,89,134,28,51,24,19,72,106,27,27,186,179,7,32,26,6,4,3,1,0,0,0.664179104477612,0.5490196078431373,0.6,,0.7916666666666666,0.6792452830188679,1.0,1491.0,943.0,873.5,800.5,621.5,862.5,348.5,848.6428571428571,350.0,2026-01-28
1223,"Lepchenko, Varvara",January 2026,0,1,1,0,2,3,1,19,32,2,16,10,4,18,27,5,5,39,57,-18,4,12,-8,0,2,-2,0,0,0.59375,0.125,0.6666666666666666,,0.4,0.6666666666666666,1.0,2138.5,110.0,2141.0,1897.0,1630.5,2617.5,188.0,1531.7857142857142,1781.0,2026-01-28
1224,"Lepchenko, Varvara",July 2025,0,1,4,0,1,8,3,14,28,10,18,6,2,32,49,12,12,58,76,-18,5,12,-7,0,2,-2,0,0,0.5,0.5555555555555556,0.125,,0.3333333333333333,0.6530612244897959,1.0,1491.0,434.0,2141.0,1897.0,2369.5,796.5,2498.0,1661.0,2062.0,2026-01-28
1225,"Lepchenko, Varvara",June 2025,0,2,5,0,2,11,9,71,104,25,50,16,10,67,94,9,9,139,161,-22,18,26,-8,0,4,-4,0,1,0.6826923076923077,0.5,0.18181818181818182,0.0,0.625,0.7127659574468085,1.0,1343.0,1329.0,2141.0,2106.5,412.0,1509.0,2459.5,1614.2857142857142,1962.0,2026-01-28
1226,"Lepchenko, Varvara",March 2025,2,4,3,0,9,19,4,115,197,53,85,21,10,103,152,43,43,269,281,-12,42,45,-3,5,4,1,1,1,0.583756345177665,0.6235294117647059,0.47368421052631576,0.5,0.47619047619047616,0.6776315789473685,1.0,1668.0,617.0,873.5,1541.0,1744.0,212.0,1095.5,1107.2857142857142,888.0,2026-01-28
1227,"Lepchenko, Varvara",May 2025,3,5,17,0,22,56,9,162,288,44,85,46,24,164,281,32,32,382,383,-1,56,56,0,7,5,2,0,0,0.5625,0.5176470588235295,0.39285714285714285,,0.5217391304347826,0.5836298932384342,1.0,442.0,1329.0,545.0,1049.0,1964.5,1284.5,1792.0,1200.857142857143,1076.0,2026-01-28
1228,"Lepchenko, Varvara",September 2025,1,3,13,0,9,24,6,109,171,30,66,31,19,100,147,34,34,228,246,-18,34,40,-6,3,5,-2,0,0,0.6374269005847953,0.45454545454545453,0.375,,0.6129032258064516,0.6802721088435374,1.0,622.5,943.0,1358.5,1897.0,1001.0,2009.5,1897.0,1389.7857142857142,1476.0,2026-01-28
1229,"Lew Yan Foon, Astrid",April 2025,0,1,1,0,6,11,6,34,64,17,29,12,5,33,55,20,20,97,97,0,13,16,-3,1,2,-1,0,0,0.53125,0.5862068965517241,0.5454545454545454,,0.4166666666666667,0.6,1.0,2138.5,943.0,2141.0,1008.5,2214.0,446.0,566.0,1351.0,1401.0,2026-01-28
1230,"Lew Yan Foon, Astrid",October 2025,2,3,13,0,10,16,9,56,85,37,64,14,7,63,106,23,23,167,154,13,28,22,6,4,2,2,0,0,0.6588235294117647,0.578125,0.625,,0.5,0.5943396226415094,1.0,622.5,1329.0,873.5,657.0,696.5,531.5,263.5,710.5,150.0,2026-01-28
1231,"Li, Ann",April 2025,3,5,32,0,18,35,13,124,202,60,129,56,37,112,183,56,56,332,340,-8,47,50,-3,6,5,1,0,0,0.6138613861386139,0.46511627906976744,0.5142857142857142,,0.6607142857142857,0.6120218579234973,1.0,127.5,1700.0,545.0,1340.5,1338.5,1910.5,732.0,1099.142857142857,867.0,2026-01-28
1232,"Li, Ann",August 2025,7,10,43,0,42,101,22,292,457,134,259,79,42,279,473,117,117,770,732,38,120,106,14,14,10,4,0,0,0.6389496717724289,0.5173745173745173,0.4158415841584158,,0.5316455696202531,0.5898520084566596,1.0,49.0,2238.0,54.5,273.0,967.0,1289.0,1584.0,922.0714285714286,484.0,2026-01-28
1233,"Li, Ann",February 2025,1,3,13,0,5,16,3,66,98,24,65,19,8,81,123,19,19,158,177,-19,20,30,-10,0,2,-2,1,0,0.673469387755102,0.36923076923076925,0.3125,1.0,0.42105263157894735,0.6585365853658537,1.0,622.5,434.0,1358.5,1957.0,518.0,2425.0,2211.0,1360.857142857143,1424.0,2026-01-28
1234,"Li, Ann",January 2025,6,9,31,0,34,67,19,274,396,110,192,54,30,253,410,64,64,649,570,79,106,82,24,13,7,6,2,0,0.6919191919191919,0.5729166666666666,0.5074626865671642,1.0,0.5555555555555556,0.6170731707317073,1.0,136.0,2111.5,109.0,69.5,328.0,592.5,754.0,585.7857142857143,38.0,2026-01-28
1235,"Li, Ann",January 2026,2,5,18,0,21,53,12,160,240,74,167,44,22,198,276,64,64,447,454,-7,66,68,-2,5,8,-3,0,1,0.6666666666666666,0.4431137724550898,0.39622641509433965,0.0,0.5,0.717391304347826,1.0,409.5,1610.0,873.5,1302.5,589.0,2113.0,1774.0,1238.7857142857142,1149.0,2026-01-28
1236,"Li, Ann",July 2025,3,7,19,0,26,54,17,196,302,105,209,55,29,211,341,69,69,538,548,-10,83,84,-1,9,9,0,2,1,0.6490066225165563,0.5023923444976076,0.48148148148148145,0.6666666666666666,0.5272727272727272,0.6187683284457478,1.0,376.5,2003.0,545.0,1432.0,832.5,1442.0,1027.0,1094.0,853.5,2026-01-28
1237,"Li, Ann",June 2025,2,4,19,0,16,45,9,128,202,72,126,35,21,156,255,46,46,357,346,11,52,49,3,5,5,0,1,2,0.6336633663366337,0.5714285714285714,0.35555555555555557,0.3333333333333333,0.6,0.611764705882353,1.0,376.5,1329.0,873.5,698.5,1054.0,611.0,2001.5,992.0,623.0,2026-01-28
1238,"Li, Ann",March 2025,0,2,13,0,7,17,3,60,93,34,71,21,10,58,95,24,24,161,175,-14,24,31,-7,2,4,-2,0,0,0.6451612903225806,0.4788732394366197,0.4117647058823529,,0.47619047619047616,0.6105263157894737,1.0,622.5,434.0,2141.0,1655.5,879.0,1763.5,1609.0,1300.642857142857,1287.0,2026-01-28
1239,"Li, Ann",May 2025,3,6,16,0,26,56,13,174,289,84,163,50,24,184,302,73,73,464,458,6,72,71,1,7,7,0,1,3,0.6020761245674741,0.5153374233128835,0.4642857142857143,0.25,0.48,0.609271523178808,1.0,482.0,1700.0,545.0,828.5,1521.0,1315.5,1165.5,1079.642857142857,813.0,2026-01-28
1240,"Li, Ann",October 2025,7,10,51,0,33,83,18,236,330,114,214,50,26,257,427,90,90,657,580,77,101,80,21,11,6,5,2,1,0.7151515151515152,0.5327102803738317,0.39759036144578314,0.6666666666666666,0.52,0.6018735362997658,1.0,25.5,2058.0,54.5,72.5,173.0,1078.0,1768.5,747.1428571428571,203.0,2026-01-28
1241,"Li, Ann",September 2025,0,1,9,0,3,10,9,72,121,15,26,14,9,67,103,7,7,135,141,-6,17,20,-3,1,2,-1,1,0,0.5950413223140496,0.5769230769230769,0.3,1.0,0.6428571428571429,0.6504854368932039,1.0,909.5,1329.0,2141.0,1262.0,1613.0,544.0,2240.0,1434.0714285714287,1567.0,2026-01-28
1242,"Li, Yuyao",October 2025,0,2,3,0,4,7,6,38,69,22,49,18,9,48,64,13,13,105,153,-48,15,26,-11,0,4,-4,0,1,0.5507246376811594,0.4489795918367347,0.5714285714285714,0.0,0.5,0.75,1.0,1668.0,943.0,2141.0,2588.0,2050.0,2059.0,451.5,1700.0714285714287,2137.0,2026-01-28
1243,"Li, Zongyu",November 2025,0,1,0,0,3,4,5,21,51,1,1,7,1,27,46,0,0,41,57,-16,6,12,-6,0,2,-2,0,0,0.4117647058823529,1.0,0.75,,0.14285714285714285,0.5869565217391305,,2455.0,788.5,2141.0,1771.0,2562.5,9.0,111.0,1405.4285714285713,1507.0,2026-01-28
1244,"Li, Zongyu",October 2025,0,1,3,0,3,10,6,40,75,18,29,17,11,43,63,10,10,94,112,-18,11,17,-6,1,2,-1,0,0,0.5333333333333333,0.6206896551724138,0.3,,0.6470588235294118,0.6825396825396826,1.0,1668.0,943.0,2141.0,1897.0,2198.5,219.0,2240.0,1615.2142857142858,1966.0,2026-01-28
1245,"Li, Zongyu",September 2025,0,1,1,0,1,7,1,18,32,8,18,8,4,31,38,6,6,45,64,-19,6,12,-6,0,2,-2,0,0,0.5625,0.4444444444444444,0.14285714285714285,,0.5,0.8157894736842105,1.0,2138.5,110.0,2141.0,1957.0,1964.5,2099.5,2488.0,1842.642857142857,2382.0,2026-01-28
1246,"Liang, En-Shuo",November 2025,1,2,1,0,8,17,10,84,149,16,29,14,7,80,133,15,15,173,173,0,25,23,2,2,3,-1,0,1,0.5637583892617449,0.5517241379310345,0.47058823529411764,0.0,0.5,0.6015037593984962,1.0,2138.5,1435.5,1358.5,1008.5,1950.0,837.5,1119.0,1406.7857142857142,1511.0,2026-01-28
1247,"Liang, En-Shuo",September 2025,1,2,2,0,5,9,5,52,90,21,43,14,7,56,74,15,15,116,133,-17,19,21,-2,2,2,0,1,0,0.5777777777777777,0.4883720930232558,0.5555555555555556,1.0,0.5,0.7567567567567568,1.0,1882.0,788.5,1358.5,1835.5,1802.5,1659.5,518.5,1406.4285714285713,1510.0,2026-01-28
1248,"Lim, Jenny",May 2025,0,1,1,0,1,1,1,25,45,5,15,10,5,24,27,5,5,42,60,-18,5,12,-7,0,2,-2,0,0,0.5555555555555556,0.3333333333333333,1.0,,0.5,0.8888888888888888,1.0,2138.5,110.0,2141.0,1897.0,2017.5,2506.0,32.0,1548.857142857143,1812.0,2026-01-28
1249,"Lim, Lynelle En Tong",January 2025,0,1,0,0,0,3,2,6,24,3,9,10,4,24,26,5,5,16,52,-36,0,0,0,0,2,-2,0,0,0.25,0.3333333333333333,0.0,,0.4,0.9230769230769231,1.0,2455.0,256.5,2141.0,2482.0,2626.0,2506.0,2556.5,2146.1428571428573,2620.0,2026-01-28
1250,"Linette, Magda",April 2025,0,1,6,0,1,1,5,27,45,21,2,9,6,37,31,-12,-12,63,80,-17,9,13,-4,0,2,-2,0,1,0.6,10.5,1.0,0.0,0.6666666666666666,1.1935483870967742,1.0,1211.5,788.5,2141.0,1835.5,1553.0,1.0,32.0,1080.357142857143,815.0,2026-01-28
1251,"Linette, Magda",August 2025,2,4,21,0,14,34,17,138,209,43,101,36,20,122,205,35,35,304,322,-18,46,47,-1,4,5,-1,2,0,0.6602870813397129,0.42574257425742573,0.4117647058823529,1.0,0.5555555555555556,0.5951219512195122,1.0,307.5,2003.0,873.5,1897.0,679.0,2216.5,1609.0,1369.357142857143,1446.0,2026-01-28
1252,"Linette, Magda",February 2025,5,9,22,0,31,66,14,250,388,100,215,79,47,260,409,100,100,631,629,2,92,94,-2,8,8,0,1,0,0.6443298969072165,0.46511627906976744,0.4696969696969697,1.0,0.5949367088607594,0.6356968215158925,1.0,278.5,1784.5,193.5,953.0,896.0,1910.5,1130.5,1020.9285714285714,689.0,2026-01-28
1253,"Linette, Magda",January 2025,1,3,7,0,12,29,7,80,150,34,69,26,9,100,157,34,34,217,250,-33,31,42,-11,3,5,-2,0,1,0.5333333333333333,0.4927536231884058,0.41379310344827586,0.0,0.34615384615384615,0.6369426751592356,1.0,1097.5,1090.5,1358.5,2441.5,2198.5,1613.5,1593.0,1627.5714285714287,1991.0,2026-01-28
1254,"Linette, Magda",January 2026,6,9,26,0,34,74,21,282,467,107,201,74,40,303,494,89,89,695,704,-9,103,102,1,13,10,3,1,0,0.6038543897216274,0.5323383084577115,0.4594594594594595,1.0,0.5405405405405406,0.6133603238866396,1.0,202.5,2201.0,109.0,1381.0,1495.0,1082.0,1200.5,1095.857142857143,859.5,2026-01-28
1255,"Linette, Magda",July 2025,1,4,29,0,12,38,12,138,200,52,112,49,30,138,198,47,47,310,339,-29,42,55,-13,4,6,-2,1,0,0.69,0.4642857142857143,0.3157894736842105,1.0,0.6122448979591837,0.696969696969697,1.0,160.5,1610.0,1358.5,2362.0,346.0,1918.0,2201.5,1422.357142857143,1543.0,2026-01-28
1256,"Linette, Magda",June 2025,3,6,17,0,22,37,19,174,259,83,162,44,26,157,254,45,45,423,413,10,66,61,5,7,4,3,1,0,0.6718146718146718,0.5123456790123457,0.5945945945945946,1.0,0.5909090909090909,0.6181102362204725,1.0,442.0,2111.5,545.0,720.5,535.0,1358.0,384.0,870.8571428571429,390.5,2026-01-28
1257,"Linette, Magda",March 2025,5,7,26,0,21,54,15,189,277,103,184,50,32,203,294,77,77,491,475,16,78,70,8,10,5,5,2,0,0.6823104693140795,0.5597826086956522,0.3888888888888889,1.0,0.64,0.6904761904761905,1.0,202.5,1858.5,193.5,605.0,420.5,739.0,1811.5,832.9285714285714,327.0,2026-01-28
1258,"Linette, Magda",May 2025,3,6,19,0,19,45,5,156,247,89,172,54,34,177,255,75,75,425,431,-6,64,66,-2,7,7,0,0,0,0.631578947368421,0.5174418604651163,0.4222222222222222,,0.6296296296296297,0.6941176470588235,1.0,376.5,788.5,545.0,1262.0,1083.5,1287.0,1535.0,982.5,603.0,2026-01-28
1259,"Linette, Magda",October 2025,0,2,4,0,1,13,5,43,73,14,34,14,7,59,79,14,14,99,145,-46,10,24,-14,0,4,-4,0,0,0.589041095890411,0.4117647058823529,0.07692307692307693,,0.5,0.7468354430379747,1.0,1491.0,788.5,2141.0,2576.5,1686.0,2276.5,2513.0,1924.642857142857,2488.5,2026-01-28
1260,"Linette, Magda",September 2025,0,1,7,0,4,7,7,32,49,8,19,7,1,31,47,13,13,73,81,-8,10,14,-4,0,2,-2,0,0,0.6530612244897959,0.42105263157894735,0.5714285714285714,,0.14285714285714285,0.6595744680851063,1.0,1097.5,1090.5,2141.0,1340.5,776.5,2235.5,451.5,1304.7142857142858,1299.0,2026-01-28
1261,"Liu, Claire",August 2025,3,4,12,0,13,25,17,120,185,41,72,40,30,86,136,36,36,258,234,24,41,33,8,6,2,4,0,0,0.6486486486486487,0.5694444444444444,0.52,,0.75,0.6323529411764706,1.0,692.5,2003.0,545.0,464.0,837.5,635.0,706.0,840.4285714285714,341.0,2026-01-28
1262,"Liu, Claire",January 2025,0,1,3,0,2,5,3,32,57,4,9,13,8,35,51,7,7,62,73,-11,7,13,-6,0,2,-2,0,0,0.5614035087719298,0.4444444444444444,0.4,,0.6153846153846154,0.6862745098039216,1.0,1668.0,434.0,2141.0,1486.5,1974.5,2099.5,1726.0,1647.0714285714287,2041.5,2026-01-28
1263,"Liu, Claire",January 2026,1,2,9,0,10,22,6,80,115,11,32,10,3,75,128,16,16,170,150,20,28,22,6,3,2,1,0,1,0.6956521739130435,0.34375,0.45454545454545453,0.0,0.3,0.5859375,1.0,909.5,943.0,1358.5,530.5,287.5,2484.5,1241.5,1107.857142857143,890.0,2026-01-28
1264,"Liu, Claire",March 2025,5,8,24,0,33,78,33,235,385,95,170,66,32,236,388,85,85,602,586,16,90,88,2,11,7,4,3,0,0.6103896103896104,0.5588235294117647,0.4230769230769231,1.0,0.48484848484848486,0.6082474226804123,1.0,236.5,2501.0,193.5,605.0,1400.5,754.5,1528.5,1031.357142857143,709.0,2026-01-28
1265,"Liu, Claire",October 2025,5,8,42,0,29,69,25,297,481,81,176,86,55,284,440,73,73,634,665,-31,95,96,-1,11,9,2,1,1,0.6174636174636174,0.4602272727272727,0.42028985507246375,0.5,0.6395348837209303,0.6454545454545455,1.0,56.0,2346.0,193.5,2411.5,1294.0,1954.0,1549.0,1400.5714285714287,1501.0,2026-01-28
1266,"Liu, Kallista",October 2025,0,1,0,0,2,2,3,31,50,12,22,6,3,34,46,4,4,65,76,-11,10,13,-3,0,2,-2,0,1,0.62,0.5454545454545454,1.0,0.0,0.5,0.7391304347826086,1.0,2455.0,434.0,2141.0,1486.5,1256.0,915.5,32.0,1245.7142857142858,1164.0,2026-01-28
1267,"Lodikova, Daria",July 2025,2,3,4,0,13,23,4,92,170,26,55,30,15,75,128,31,31,216,229,-13,33,35,-2,4,2,2,3,0,0.5411764705882353,0.4727272727272727,0.5652173913043478,1.0,0.5,0.5859375,1.0,1491.0,617.0,873.5,1601.5,2133.5,1830.5,477.5,1289.2142857142858,1259.0,2026-01-28
1268,"Loeb, Jamie",April 2025,0,1,2,0,4,8,2,31,55,7,23,15,8,30,45,18,18,73,89,-16,10,15,-5,1,2,-1,0,0,0.5636363636363636,0.30434782608695654,0.5,,0.5333333333333333,0.6666666666666666,1.0,1882.0,256.5,2141.0,1771.0,1951.5,2549.5,863.5,1630.7142857142858,2003.0,2026-01-28
1269,"Loeb, Jamie",March 2025,2,2,9,0,12,24,3,61,93,29,55,9,5,49,92,27,27,168,134,34,29,14,15,4,1,3,0,0,0.6559139784946236,0.5272727272727272,0.5,,0.5555555555555556,0.532608695652174,1.0,909.5,434.0,873.5,314.5,733.0,1140.0,863.5,752.5714285714286,212.0,2026-01-28
1270,"Lu, Jia-Jing",October 2025,1,2,10,0,6,18,7,81,117,21,54,16,9,73,122,12,12,168,171,-3,22,24,-2,2,3,-1,0,0,0.6923076923076923,0.3888888888888889,0.3333333333333333,,0.5625,0.5983606557377049,1.0,823.0,1090.5,1358.5,1133.0,319.5,2365.5,2116.0,1315.142857142857,1324.0,2026-01-28
1271,"Lukas, Tena",July 2025,0,1,2,0,3,6,7,19,35,5,14,10,4,16,28,10,10,47,62,-15,6,12,-6,0,2,-2,0,0,0.5428571428571428,0.35714285714285715,0.5,,0.4,0.5714285714285714,1.0,1882.0,1090.5,2141.0,1710.5,2120.5,2462.0,863.5,1752.857142857143,2229.0,2026-01-28
1272,"Lys, Eva",April 2025,1,3,4,0,10,21,10,48,98,26,47,22,8,56,99,19,19,145,168,-23,19,28,-9,2,4,-2,0,0,0.4897959183673469,0.5531914893617021,0.47619047619047616,,0.36363636363636365,0.5656565656565656,1.0,1491.0,1435.5,1358.5,2150.0,2407.0,818.0,1072.0,1533.142857142857,1786.0,2026-01-28
1273,"Lys, Eva",August 2025,4,7,7,0,30,49,25,188,312,71,133,53,27,159,257,75,75,471,450,21,78,68,10,9,5,4,0,1,0.6025641025641025,0.5338345864661654,0.6122448979591837,0.0,0.5094339622641509,0.6186770428015564,1.0,1097.5,2346.0,326.0,510.0,1508.0,1058.0,303.5,1021.2857142857143,691.0,2026-01-28
1274,"Lys, Eva",February 2025,3,4,2,0,19,31,15,114,175,44,84,28,14,109,181,50,50,289,267,22,49,39,10,4,3,1,0,0,0.6514285714285715,0.5238095238095238,0.6129032258064516,,0.5,0.6022099447513812,1.0,1882.0,1858.5,545.0,493.0,794.0,1184.0,302.0,1008.3571428571429,657.0,2026-01-28
1275,"Lys, Eva",January 2025,5,8,11,0,34,77,24,241,400,94,166,71,41,222,368,93,93,607,582,25,94,87,7,12,8,4,0,0,0.6025,0.5662650602409639,0.44155844155844154,,0.5774647887323944,0.6032608695652174,1.0,753.5,2309.5,193.5,441.5,1510.0,662.0,1360.5,1032.9285714285713,713.0,2026-01-28
1276,"Lys, Eva",January 2026,1,3,0,0,17,37,14,102,177,36,68,36,21,86,151,45,45,258,253,5,38,34,4,4,4,0,0,0,0.576271186440678,0.5294117647058824,0.4594594594594595,,0.5833333333333334,0.5695364238410596,1.0,2455.0,1784.5,1358.5,853.0,1819.0,1114.0,1200.5,1512.0714285714287,1733.0,2026-01-28
1277,"Lys, Eva",July 2025,2,3,2,0,13,24,13,89,140,22,47,19,9,63,103,23,23,202,188,14,35,26,9,5,2,3,0,0,0.6357142857142857,0.46808510638297873,0.5416666666666666,,0.47368421052631576,0.6116504854368932,1.0,1882.0,1700.0,873.5,639.5,1023.0,1877.5,587.5,1226.142857142857,1121.0,2026-01-28
1278,"Lys, Eva",June 2025,2,4,2,0,14,28,10,130,211,37,72,34,18,106,161,45,45,280,286,-6,43,46,-3,4,4,0,0,0,0.6161137440758294,0.5138888888888888,0.5,,0.5294117647058824,0.6583850931677019,1.0,1882.0,1435.5,873.5,1262.0,1312.0,1336.5,863.5,1280.7142857142858,1240.0,2026-01-28
1279,"Lys, Eva",March 2025,2,5,2,0,22,52,28,161,268,45,110,53,29,145,246,48,48,374,391,-17,54,56,-2,5,6,-1,0,1,0.6007462686567164,0.4090909090909091,0.4230769230769231,0.0,0.5471698113207547,0.5894308943089431,1.0,1882.0,2422.5,873.5,1835.5,1535.0,2289.0,1528.5,1766.5714285714287,2250.0,2026-01-28
1280,"Lys, Eva",May 2025,4,7,1,0,29,59,15,183,301,58,99,44,25,157,260,77,77,440,392,48,74,53,21,8,6,2,1,1,0.6079734219269103,0.5858585858585859,0.4915254237288136,0.5,0.5681818181818182,0.6038461538461538,1.0,2138.5,1858.5,326.0,202.0,1435.0,450.0,975.5,1055.0714285714287,758.0,2026-01-28
1281,"Lys, Eva",October 2025,4,7,8,0,22,51,15,184,316,51,83,43,23,168,279,42,42,404,387,17,63,56,7,8,6,2,1,0,0.5822784810126582,0.6144578313253012,0.43137254901960786,1.0,0.5348837209302325,0.6021505376344086,1.0,1001.0,1858.5,326.0,586.5,1756.5,248.0,1436.0,1030.357142857143,707.0,2026-01-28
1282,"Lys, Eva",September 2025,5,6,7,0,36,72,30,182,296,68,127,52,25,148,269,90,90,471,422,49,78,57,21,10,5,5,0,1,0.6148648648648649,0.5354330708661418,0.5,0.0,0.4807692307692308,0.550185873605948,1.0,1097.5,2456.5,193.5,193.5,1327.0,1043.5,863.5,1025.0,695.0,2026-01-28
1283,"MA, Yexin",January 2026,1,2,6,0,7,13,4,39,63,19,33,9,3,51,78,25,25,112,108,4,18,16,2,2,2,0,0,0,0.6190476190476191,0.5757575757575758,0.5384615384615384,,0.3333333333333333,0.6538461538461539,1.0,1211.5,617.0,1358.5,884.5,1270.0,557.5,607.0,929.4285714285714,503.0,2026-01-28
1284,"MA, Yexin",October 2025,2,3,15,0,8,16,12,63,92,42,73,18,10,67,106,26,26,193,180,13,30,29,1,4,2,2,1,0,0.6847826086956522,0.5753424657534246,0.5,1.0,0.5555555555555556,0.6320754716981132,1.0,522.0,1610.0,873.5,657.0,389.0,562.0,863.5,782.4285714285714,251.0,2026-01-28
1285,"Ma, Lea",August 2025,0,1,1,0,2,6,5,26,42,19,37,11,8,33,44,13,13,72,85,-13,9,13,-4,0,2,-2,0,1,0.6190476190476191,0.5135135135135135,0.3333333333333333,0.0,0.7272727272727273,0.75,1.0,2138.5,788.5,2141.0,1601.5,1270.0,1342.0,2116.0,1628.2142857142858,1993.0,2026-01-28
1286,Machac T / Muchova K,January 2025,0,1,2,0,4,7,2,27,49,8,16,11,6,29,52,7,7,58,65,-7,9,13,-4,0,2,-2,0,1,0.5510204081632653,0.5,0.5714285714285714,0.0,0.5454545454545454,0.5576923076923077,1.0,1882.0,256.5,2141.0,1302.5,2047.5,1509.0,451.5,1370.0,1447.0,2026-01-28
1287,"Machac, Tomas",January 2025,1,2,14,0,6,14,4,63,83,20,35,4,1,55,82,12,12,129,107,22,24,15,9,2,0,2,1,0,0.7590361445783133,0.5714285714285714,0.42857142857142855,1.0,0.25,0.6707317073170732,1.0,563.0,617.0,1358.5,493.0,46.0,611.0,1470.5,737.0,184.0,2026-01-28
1288,"Makarova, Ekaterina",January 2025,1,2,1,0,10,23,9,67,122,21,46,30,19,55,100,17,17,157,168,-11,23,23,0,3,2,1,1,0,0.5491803278688525,0.45652173913043476,0.43478260869565216,1.0,0.6333333333333333,0.55,1.0,2138.5,1329.0,1358.5,1486.5,2061.5,1987.5,1408.0,1681.357142857143,2098.0,2026-01-28
1289,"Makarova, Ekaterina",June 2025,0,1,1,0,1,6,1,28,50,2,9,9,5,29,44,6,6,52,68,-16,5,12,-7,0,2,-2,0,0,0.56,0.2222222222222222,0.16666666666666666,,0.5555555555555556,0.6590909090909091,1.0,2138.5,110.0,2141.0,1771.0,1989.5,2595.5,2472.0,1888.2142857142858,2446.0,2026-01-28
1290,"Makarova, Ekaterina",May 2025,0,1,0,0,4,8,4,33,56,9,22,14,9,31,53,11,11,76,82,-6,10,13,-3,0,2,-2,0,1,0.5892857142857143,0.4090909090909091,0.5,0.0,0.6428571428571429,0.5849056603773585,1.0,2455.0,617.0,2141.0,1262.0,1682.0,2289.0,863.5,1615.642857142857,1967.0,2026-01-28
1291,"Maleckova, Jesika",July 2025,2,3,9,0,13,30,17,101,156,58,96,32,22,94,143,33,33,263,261,2,41,37,4,5,3,2,0,0,0.6474358974358975,0.6041666666666666,0.43333333333333335,,0.6875,0.6573426573426573,1.0,909.5,2003.0,873.5,953.0,853.0,308.5,1419.5,1045.7142857142858,740.0,2026-01-28
1292,"Malygina, Elena",July 2025,1,2,2,0,6,16,5,59,97,5,17,15,9,53,90,25,25,130,125,5,17,16,1,2,2,0,0,0,0.6082474226804123,0.29411764705882354,0.375,,0.6,0.5888888888888889,1.0,1882.0,788.5,1358.5,853.0,1428.5,2559.0,1897.0,1538.0714285714287,1794.0,2026-01-28
1293,"Malygina, Elena",May 2025,0,1,0,0,3,10,3,36,59,7,14,12,8,38,56,8,8,71,83,-12,11,13,-2,1,2,-1,0,0,0.6101694915254238,0.5,0.3,,0.6666666666666666,0.6785714285714286,1.0,2455.0,434.0,2141.0,1541.0,1405.0,1509.0,2240.0,1675.0,2090.0,2026-01-28
1294,"Mandlik, Elizabeth",August 2025,0,2,3,0,5,10,7,36,63,20,19,18,8,46,50,4,4,99,129,-30,14,25,-11,0,4,-4,0,1,0.5714285714285714,1.0526315789473684,0.5,0.0,0.4444444444444444,0.92,1.0,1668.0,1090.5,2141.0,2387.0,1869.0,5.0,863.5,1432.0,1563.0,2026-01-28
1295,"Mandlik, Elizabeth",January 2026,0,2,2,0,2,6,5,38,70,17,35,13,4,59,85,13,13,96,129,-33,10,24,-14,0,4,-4,0,0,0.5428571428571428,0.4857142857142857,0.3333333333333333,,0.3076923076923077,0.6941176470588235,1.0,1882.0,788.5,2141.0,2441.5,2120.5,1687.5,2116.0,1882.4285714285713,2433.0,2026-01-28
1296,"Mandlik, Elizabeth",July 2025,0,1,2,0,5,17,9,35,55,19,36,15,9,40,64,16,16,99,113,-14,14,17,-3,1,2,-1,0,1,0.6363636363636364,0.5277777777777778,0.29411764705882354,0.0,0.6,0.625,1.0,1882.0,1329.0,2141.0,1655.5,1014.5,1134.5,2255.0,1630.2142857142858,2001.0,2026-01-28
